DateTime,grid_demand_mwh,system_margin,renewable_output_mwh,stack_marginal_cost
[29/05/2025 11:00],46075.3,6352.5,2670.5,54.97
[29/05/2025 12:00],47720.7,8582.6,2931.1,60.09
[29/05/2025 13:00],43350.3,2377.3,2928.9,62.38
[29/05/2025 14:00],36008.9,3883.6,976.1,40.5
[29/05/2025 15:00],36539.3,3796.5,6790.9,39.47
[29/05/2025 16:00],30153.1,6876.7,1973.1,62.27
[29/05/2025 17:00],38550.4,9171.1,5778.1,97.95
[29/05/2025 18:00],42578.5,5877.9,7416.6,69.02
[29/05/2025 19:00],34321.9,4739.9,4639.4,53.01
[29/05/2025 20:00],49739.6,2030.2,4905.8,76.97
[29/05/2025 21:00],46231.6,3793.7,4154.3,87.66
[29/05/2025 22:00],39171.6,5455.2,6208.8,69.26
[29/05/2025 23:00],48622.6,5322.1,1586.7,50.17
[30/05/2025 00:00],41749.4,9361.2,5135.6,72.23
[30/05/2025 01:00],49965.8,4226.0,5299.9,63.87
[30/05/2025 02:00],42114.0,2552.9,7174.2,78.39
[30/05/2025 03:00],33274.3,3681.8,1371.8,43.35
[30/05/2025 04:00],45034.8,2734.4,5175.4,102.91
[30/05/2025 05:00],30830.3,5814.7,4353.3,67.63
[30/05/2025 06:00],36693.0,7133.8,6165.3,102.59
[30/05/2025 07:00],35381.4,8704.8,1477.9,83.27
[30/05/2025 08:00],31817.9,5895.7,2019.6,66.94
[30/05/2025 09:00],36916.9,3776.2,2748.2,42.7
[30/05/2025 10:00],39848.3,7331.5,6096.9,75.49
[30/05/2025 11:00],43819.0,4252.5,7163.1,37.24
[30/05/2025 12:00],44105.7,7868.7,7880.8,90.37
[30/05/2025 13:00],42329.0,5902.0,6523.9,106.9
[30/05/2025 14:00],41517.3,3605.7,5872.1,60.57
[30/05/2025 15:00],44815.2,5348.0,6872.0,39.9
[30/05/2025 16:00],42974.2,8623.1,7717.6,103.48
[30/05/2025 17:00],43386.2,8099.2,4981.1,37.1
[30/05/2025 18:00],35525.3,7166.1,4972.4,63.92
[30/05/2025 19:00],49560.5,6788.2,2456.3,92.8
[30/05/2025 20:00],42410.3,2583.1,7112.6,86.17
[30/05/2025 21:00],40729.3,6694.4,6664.8,42.47
[30/05/2025 22:00],46645.1,3474.2,4022.1,81.75
[30/05/2025 23:00],47009.2,9750.8,3876.1,97.96
[31/05/2025 00:00],43143.8,2317.3,1710.1,80.24
[31/05/2025 01:00],30448.8,3061.7,2978.1,82.68
[31/05/2025 02:00],48619.5,9453.2,1797.0,56.16
[31/05/2025 03:00],42460.1,3987.9,3903.3,67.17
[31/05/2025 04:00],45948.0,4340.9,7756.4,80.75
[31/05/2025 05:00],39840.8,9277.4,4604.6,51.25
[31/05/2025 06:00],46923.1,4614.3,7036.6,50.06
[31/05/2025 07:00],30957.7,5088.7,6690.4,79.72
[31/05/2025 08:00],39332.2,2699.5,1124.5,103.95
[31/05/2025 09:00],34208.6,6336.0,4605.5,77.21
[31/05/2025 10:00],36322.9,8866.6,7510.5,100.63
[31/05/2025 11:00],49130.7,9219.8,4440.6,49.68
[31/05/2025 12:00],34812.1,8087.6,7084.4,76.33
[31/05/2025 13:00],43589.1,6798.6,2993.9,58.91
[31/05/2025 14:00],39086.6,5079.4,1431.4,41.39
[31/05/2025 15:00],41298.4,3541.7,7556.3,84.61
[31/05/2025 16:00],49518.0,8116.9,2853.0,46.61
[31/05/2025 17:00],42588.6,2383.5,3407.7,95.89
[31/05/2025 18:00],41036.5,7712.8,5692.4,90.44
[31/05/2025 19:00],35980.7,5393.8,4916.9,106.79
[31/05/2025 20:00],40134.5,4796.6,2676.3,54.91
[31/05/2025 21:00],37344.5,2608.0,3283.7,42.28
[31/05/2025 22:00],33306.5,2960.3,5599.1,68.72
[31/05/2025 23:00],45249.9,8390.2,5955.1,71.32
[01/06/2025 00:00],39228.6,2524.2,781.9,85.07
[01/06/2025 01:00],30350.0,7732.3,3363.7,41.49
[01/06/2025 02:00],45896.4,5054.3,6266.9,85.79
[01/06/2025 03:00],44991.8,7529.2,3194.3,60.02
[01/06/2025 04:00],42941.4,6775.7,4634.7,44.97
[01/06/2025 05:00],31675.0,4401.8,1975.1,94.62
[01/06/2025 06:00],39877.6,9529.8,7473.5,77.56
[01/06/2025 07:00],47790.0,6133.7,4850.3,105.65
[01/06/2025 08:00],46359.0,9671.3,5978.8,75.53
[01/06/2025 09:00],37606.3,6601.3,3683.7,64.45
[01/06/2025 10:00],42590.7,6195.5,5494.2,78.93
[01/06/2025 11:00],42271.3,5474.7,7559.1,78.61
[01/06/2025 12:00],38360.9,4720.0,2108.6,88.79
[01/06/2025 13:00],33963.7,4457.8,1684.0,47.52
[01/06/2025 14:00],46287.0,4108.9,3562.0,102.31
[01/06/2025 15:00],48648.3,6284.0,7393.0,101.33
[01/06/2025 16:00],42319.7,3171.5,5570.8,60.25
[01/06/2025 17:00],43013.5,6862.7,5530.7,107.88
[01/06/2025 18:00],35766.9,2115.6,1694.6,46.14
[01/06/2025 19:00],37038.4,8097.4,2742.7,38.77
[01/06/2025 20:00],31445.5,7811.1,5997.7,90.69
[01/06/2025 21:00],41975.7,8470.3,4319.1,64.99
[01/06/2025 22:00],46988.1,8701.2,4670.9,88.52
[01/06/2025 23:00],46401.7,9119.8,5181.6,64.72
[02/06/2025 00:00],48549.7,7582.8,5817.5,41.86
[02/06/2025 01:00],49551.1,2430.7,7529.8,59.47
[02/06/2025 02:00],33272.6,7818.1,1376.3,82.53
[02/06/2025 03:00],41217.0,3950.5,3474.0,79.76
[02/06/2025 04:00],42101.2,4358.5,1534.6,38.2
[02/06/2025 05:00],40583.2,5383.7,2105.7,64.23
[02/06/2025 06:00],31771.1,5723.9,3978.0,86.51
[02/06/2025 07:00],48070.1,2375.1,5638.3,108.64
[02/06/2025 08:00],38985.1,7260.6,7363.1,105.97
[02/06/2025 09:00],35888.2,9362.0,6313.7,52.86
[02/06/2025 10:00],39139.3,5446.8,1856.3,68.67
[02/06/2025 11:00],45509.9,8259.1,3990.4,88.63
[02/06/2025 12:00],46686.6,9523.2,6180.6,56.68
[02/06/2025 13:00],36176.6,6089.0,7193.4,36.15
[02/06/2025 14:00],35520.9,3435.9,5080.4,98.97
[02/06/2025 15:00],48803.3,7955.5,1452.8,67.92
[02/06/2025 16:00],46054.6,5844.5,7956.4,94.7
[02/06/2025 17:00],37525.6,7237.2,6597.8,41.03
[02/06/2025 18:00],44998.5,8146.0,1333.3,37.93
[02/06/2025 19:00],37422.8,4283.9,7117.3,51.67
[02/06/2025 20:00],42918.1,3675.7,4960.4,70.38
[02/06/2025 21:00],39104.0,2386.9,5751.7,46.66
[02/06/2025 22:00],49071.1,9338.8,1179.4,106.19
[02/06/2025 23:00],35368.9,9261.6,1106.1,58.65
[03/06/2025 00:00],41026.1,8363.7,2406.0,89.55
[03/06/2025 01:00],46249.6,5101.4,4823.7,80.88
[03/06/2025 02:00],41426.5,7151.2,1857.7,54.58
[03/06/2025 03:00],33539.6,4804.3,3230.5,44.42
[03/06/2025 04:00],39114.7,9683.7,5217.2,106.7
[03/06/2025 05:00],36664.9,7887.6,7862.1,85.61
[03/06/2025 06:00],41364.3,5627.7,1939.1,47.6
[03/06/2025 07:00],36668.8,9687.5,5310.9,77.29
[03/06/2025 08:00],30108.1,9107.7,4011.1,42.07
[03/06/2025 09:00],31387.4,3167.3,923.7,38.68
[03/06/2025 10:00],30360.7,4037.4,764.2,96.71
[03/06/2025 11:00],40717.8,6451.6,6911.2,53.63
[03/06/2025 12:00],38980.8,4201.9,6141.3,96.19
[03/06/2025 13:00],33478.9,2038.2,2605.8,77.99
[03/06/2025 14:00],46748.1,2306.3,3447.5,55.17
[03/06/2025 15:00],38198.0,6225.3,962.2,84.93
[03/06/2025 16:00],49300.5,9564.6,4716.8,99.88
[03/06/2025 17:00],41768.3,6927.7,840.7,40.26
[03/06/2025 18:00],40197.4,7117.2,5041.9,107.11
[03/06/2025 19:00],32132.3,8846.2,613.5,86.87
[03/06/2025 20:00],33615.2,7557.5,3923.5,90.72
[03/06/2025 21:00],31658.3,7736.8,7734.0,61.95
[03/06/2025 22:00],35786.1,9336.5,2431.9,102.12
[03/06/2025 23:00],44383.4,3946.5,694.0,81.81
[04/06/2025 00:00],48487.6,8336.9,4352.9,47.17
[04/06/2025 01:00],37967.3,2876.9,3349.9,79.94
[04/06/2025 02:00],33616.7,7730.6,2005.2,97.74
[04/06/2025 03:00],46177.7,2408.7,5481.3,53.26
[04/06/2025 04:00],35913.6,3355.3,5307.1,106.2
[04/06/2025 05:00],48853.0,4612.9,6913.2,71.46
[04/06/2025 06:00],36372.1,8827.7,4335.7,51.61
[04/06/2025 07:00],36093.7,7180.4,1830.6,101.84
[04/06/2025 08:00],32096.2,7275.2,3197.4,50.32
[04/06/2025 09:00],35409.6,3739.4,2988.3,103.9
[04/06/2025 10:00],31931.3,7979.7,657.5,73.16
[04/06/2025 11:00],46814.2,6068.5,5998.9,38.5
[04/06/2025 12:00],35953.5,6804.8,645.2,87.8
[04/06/2025 13:00],43308.3,3866.2,7862.6,108.31
[04/06/2025 14:00],36225.3,7318.5,5246.1,79.55
[04/06/2025 15:00],33268.3,8775.1,3170.6,59.88
[04/06/2025 16:00],31321.7,6494.1,2047.8,57.32
[04/06/2025 17:00],45075.1,2892.2,7809.7,76.85
[04/06/2025 18:00],42991.0,7129.2,1420.3,40.39
[04/06/2025 19:00],35132.7,4827.5,4733.2,36.84
[04/06/2025 20:00],48831.9,5511.4,5567.8,36.64
[04/06/2025 21:00],47250.9,5167.3,1574.2,74.21
[04/06/2025 22:00],46188.3,9549.0,7872.0,59.96
[04/06/2025 23:00],34807.4,2921.6,2704.7,93.27
[05/06/2025 00:00],36998.4,8067.0,4928.8,101.16
[05/06/2025 01:00],30083.6,2563.6,5426.2,91.79
[05/06/2025 02:00],48550.0,8429.8,1926.4,99.28
[05/06/2025 03:00],39848.7,4947.4,6971.8,41.8
[05/06/2025 04:00],36642.1,5098.5,6235.5,70.73
[05/06/2025 05:00],49307.7,7129.0,2592.9,100.17
[05/06/2025 06:00],45848.4,2954.7,2285.0,76.93
[05/06/2025 07:00],49219.9,8948.1,7989.3,50.01
[05/06/2025 08:00],48250.8,5581.9,4118.1,67.72
[05/06/2025 09:00],48745.4,4383.3,6873.8,57.22
[05/06/2025 10:00],46773.2,3774.1,1110.2,65.14
[05/06/2025 11:00],46951.5,9322.6,4528.3,64.75
[05/06/2025 12:00],33932.6,8920.8,3122.6,36.05
[05/06/2025 13:00],44825.7,6034.8,4129.6,87.28
[05/06/2025 14:00],32631.3,3486.7,6982.9,46.07
[05/06/2025 15:00],42211.3,8874.9,3261.0,52.54
[05/06/2025 16:00],42510.9,3278.0,818.3,102.0
[05/06/2025 17:00],40821.0,4614.0,1242.7,68.65
[05/06/2025 18:00],37558.4,6657.3,7770.7,57.81
[05/06/2025 19:00],42068.6,5374.5,2169.8,48.01
[05/06/2025 20:00],48317.0,5307.0,5826.1,70.58
[05/06/2025 21:00],38637.9,5476.3,747.1,63.25
[05/06/2025 22:00],41992.7,2168.5,4744.3,76.2
[05/06/2025 23:00],45758.6,4015.5,2720.0,82.25
[06/06/2025 00:00],32978.6,7689.9,1976.5,94.26
[06/06/2025 01:00],36081.3,4821.9,1375.0,90.46
[06/06/2025 02:00],32161.4,7924.4,4995.6,48.6
[06/06/2025 03:00],30021.9,8467.2,1013.6,90.85
[06/06/2025 04:00],33801.6,9562.6,5195.3,102.75
[06/06/2025 05:00],30467.1,5957.4,5726.4,73.64
[06/06/2025 06:00],43200.9,9819.0,1847.2,35.71
[06/06/2025 07:00],47660.3,4629.4,2186.7,51.12
[06/06/2025 08:00],49100.1,6097.1,3094.9,86.35
[06/06/2025 09:00],38128.6,4766.2,6933.0,96.35
[06/06/2025 10:00],39937.4,2352.9,5947.8,38.82
[06/06/2025 11:00],44864.9,9351.8,1483.7,81.92
[06/06/2025 12:00],49953.5,2973.6,1841.4,76.57
[06/06/2025 13:00],46012.2,4165.5,6694.5,47.05
[06/06/2025 14:00],32282.2,3615.9,4939.1,100.06
[06/06/2025 15:00],46303.1,6571.4,6484.2,87.27
[06/06/2025 16:00],46510.3,5819.7,2615.7,68.01
[06/06/2025 17:00],47631.4,4447.0,4358.2,62.02
[06/06/2025 18:00],45526.2,7935.6,6753.9,74.66
[06/06/2025 19:00],31155.4,6996.8,5888.3,72.08
[06/06/2025 20:00],30268.0,7534.6,1885.1,84.0
[06/06/2025 21:00],34767.0,4606.6,7689.4,54.59
[06/06/2025 22:00],49580.7,5894.3,6864.5,106.51
[06/06/2025 23:00],41623.6,7894.7,7595.2,49.04
[07/06/2025 00:00],31796.0,8351.5,4019.8,84.83
[07/06/2025 01:00],30885.8,8805.0,2869.8,91.77
[07/06/2025 02:00],33121.1,2871.2,1217.8,56.51
[07/06/2025 03:00],39584.2,6899.0,4261.3,97.92
[07/06/2025 04:00],40946.7,6638.2,2422.3,71.34
[07/06/2025 05:00],33052.9,6230.4,3263.3,82.63
[07/06/2025 06:00],45308.6,3806.9,4004.2,51.61
[07/06/2025 07:00],33106.0,4220.3,4578.3,58.09
[07/06/2025 08:00],49815.2,8175.2,7435.8,39.38
[07/06/2025 09:00],42084.0,7610.4,7616.6,43.69
[07/06/2025 10:00],39312.4,4485.3,935.8,49.92
[07/06/2025 11:00],37082.8,2537.1,6583.1,40.62
[07/06/2025 12:00],30321.6,3751.4,2381.9,108.98
[07/06/2025 13:00],36725.1,3177.1,1817.0,104.6
[07/06/2025 14:00],45593.2,4595.7,1218.2,62.5
[07/06/2025 15:00],44177.0,9778.9,5920.0,50.01
[07/06/2025 16:00],30024.0,6820.3,1137.0,53.61
[07/06/2025 17:00],46819.1,4250.4,5780.3,65.42
[07/06/2025 18:00],47971.7,8319.7,3700.9,70.47
[07/06/2025 19:00],49473.3,3599.1,3071.1,74.59
[07/06/2025 20:00],39815.0,7704.4,7277.6,55.91
[07/06/2025 21:00],36370.7,7908.7,3324.9,63.62
[07/06/2025 22:00],47398.4,8679.6,2122.0,95.15
[07/06/2025 23:00],47741.5,5541.4,2959.4,58.06
[08/06/2025 00:00],37996.3,7163.1,7339.3,97.01
[08/06/2025 01:00],31029.5,7129.6,4037.2,55.03
[08/06/2025 02:00],42663.0,7115.3,3631.5,36.3
[08/06/2025 03:00],40901.9,7053.1,4445.0,70.21
[08/06/2025 04:00],36213.7,3583.9,522.8,106.05
[08/06/2025 05:00],32588.9,7321.1,4139.3,50.67
[08/06/2025 06:00],48328.4,3513.6,3726.6,92.01
[08/06/2025 07:00],45589.7,9915.5,910.1,80.64
[08/06/2025 08:00],37484.8,9739.8,2963.1,94.89
[08/06/2025 09:00],30220.6,3734.1,6922.0,77.83
[08/06/2025 10:00],42187.3,4712.5,3847.1,90.27
[08/06/2025 11:00],45719.6,5193.8,6114.6,98.2
[08/06/2025 12:00],37639.4,9521.9,2290.3,68.8
[08/06/2025 13:00],47249.2,3841.6,6457.5,68.24
[08/06/2025 14:00],36999.1,4622.4,4948.6,67.36
[08/06/2025 15:00],38803.7,9684.6,4439.0,97.48
[08/06/2025 16:00],34278.2,8811.9,3274.5,50.37
[08/06/2025 17:00],33030.4,4132.5,6350.5,94.97
[08/06/2025 18:00],31265.7,2165.4,949.3,98.78
[08/06/2025 19:00],45149.5,9368.5,5691.9,48.28
[08/06/2025 20:00],42668.0,6839.0,5552.5,79.98
[08/06/2025 21:00],46675.9,5567.5,6478.1,69.35
[08/06/2025 22:00],42269.3,2756.7,4756.1,55.47
[08/06/2025 23:00],46415.9,3964.4,2058.9,101.91
[09/06/2025 00:00],30596.2,7947.3,6994.5,104.04
[09/06/2025 01:00],32482.8,3666.2,7851.2,35.29
[09/06/2025 02:00],36412.5,6712.3,3263.8,85.75
[09/06/2025 03:00],47776.1,7574.2,5527.1,88.78
[09/06/2025 04:00],43380.1,3169.8,5009.8,103.56
[09/06/2025 05:00],38242.8,3591.1,6903.1,67.41
[09/06/2025 06:00],33619.1,2610.5,2407.7,52.75
[09/06/2025 07:00],45668.9,6657.8,3417.3,35.71
[09/06/2025 08:00],38379.0,3152.9,7794.8,67.1
[09/06/2025 09:00],46214.5,7432.7,5193.9,101.59
[09/06/2025 10:00],46768.5,2442.3,7145.8,95.91
[09/06/2025 11:00],47277.7,3147.5,3084.2,105.15
[09/06/2025 12:00],44457.5,5548.8,5049.1,97.87
[09/06/2025 13:00],41744.3,6673.7,2262.8,37.92
[09/06/2025 14:00],46089.1,7214.7,7815.0,65.15
[09/06/2025 15:00],35397.9,5037.5,6587.9,77.01
[09/06/2025 16:00],48519.5,4883.5,7038.9,105.44
[09/06/2025 17:00],38911.4,3460.1,3306.2,64.02
[09/06/2025 18:00],39182.0,5398.1,2097.5,58.84
[09/06/2025 19:00],45185.7,7016.3,6986.7,37.23
[09/06/2025 20:00],36657.8,5640.8,1451.4,61.05
[09/06/2025 21:00],40219.1,7291.0,4855.9,91.07
[09/06/2025 22:00],38213.0,2013.7,4352.6,46.38
[09/06/2025 23:00],48417.7,3436.7,4285.5,94.72
[10/06/2025 00:00],35006.3,7733.9,1956.0,87.34
[10/06/2025 01:00],41827.3,5320.3,5347.6,87.34
[10/06/2025 02:00],47158.0,6545.8,1999.9,83.75
[10/06/2025 03:00],42714.2,6159.3,5453.6,59.55
[10/06/2025 04:00],44373.8,6954.6,5965.8,102.1
[10/06/2025 05:00],49879.4,4986.1,6610.3,75.73
[10/06/2025 06:00],33102.6,8927.8,3801.0,64.36
[10/06/2025 07:00],32555.2,9698.4,7728.9,50.45
[10/06/2025 08:00],30830.6,9440.3,1785.5,107.02
[10/06/2025 09:00],30921.8,7361.0,2055.2,71.94
[10/06/2025 10:00],47958.1,7172.5,5791.5,74.44
[10/06/2025 11:00],39642.9,7298.3,3452.4,89.66
[10/06/2025 12:00],33150.9,8297.5,743.8,92.83
[10/06/2025 13:00],41823.1,8243.0,5797.7,49.22
[10/06/2025 14:00],38831.8,3201.1,4458.9,49.45
[10/06/2025 15:00],43445.5,3600.6,5155.5,84.76
[10/06/2025 16:00],40823.0,4119.8,7754.6,40.6
[10/06/2025 17:00],40369.7,3681.4,2033.0,107.29
[10/06/2025 18:00],36361.8,5453.3,1116.5,50.13
[10/06/2025 19:00],41115.7,7461.0,5283.6,94.86
[10/06/2025 20:00],34875.4,6734.4,1213.5,56.98
[10/06/2025 21:00],49252.6,6418.5,2724.1,35.39
[10/06/2025 22:00],44552.5,8705.8,3418.2,35.11
[10/06/2025 23:00],44906.0,7837.9,3712.9,103.56
[11/06/2025 00:00],39827.0,2331.4,1518.3,41.58
[11/06/2025 01:00],35923.6,3363.8,5449.6,76.59
[11/06/2025 02:00],43894.1,3336.3,4487.0,58.47
[11/06/2025 03:00],31844.7,9363.8,6691.2,56.68
[11/06/2025 04:00],48741.8,2229.7,1399.1,65.18
[11/06/2025 05:00],32174.5,6913.2,7442.8,63.77
[11/06/2025 06:00],38265.3,7075.1,5760.4,36.86
[11/06/2025 07:00],38902.9,6381.5,2646.2,63.86
[11/06/2025 08:00],46226.1,7710.3,6738.7,100.05
[11/06/2025 09:00],39765.8,8250.6,4921.5,75.82
[11/06/2025 10:00],35934.4,5198.8,2188.3,80.41
[11/06/2025 11:00],34648.9,5403.0,4013.3,53.76
[11/06/2025 12:00],39901.7,4647.4,7525.6,38.57
[11/06/2025 13:00],32610.4,2820.6,6926.9,74.54
[11/06/2025 14:00],37839.3,5839.7,5108.9,79.57
[11/06/2025 15:00],33144.5,9131.7,715.5,78.34
[11/06/2025 16:00],36992.0,9257.1,3222.0,94.75
[11/06/2025 17:00],47908.7,5504.7,1319.3,55.59
[11/06/2025 18:00],31751.5,5609.2,3199.7,71.7
[11/06/2025 19:00],43425.1,7327.9,7288.2,93.27
[11/06/2025 20:00],32290.0,9247.9,3099.6,40.52
[11/06/2025 21:00],48481.6,7071.5,7186.4,95.14
[11/06/2025 22:00],49283.7,3568.5,2686.2,98.25
[11/06/2025 23:00],44991.0,2643.5,4807.4,48.09
[12/06/2025 00:00],34063.2,6801.7,5269.9,101.83
[12/06/2025 01:00],33574.6,7587.8,4908.1,100.7
[12/06/2025 02:00],46302.9,7609.2,3219.3,45.29
[12/06/2025 03:00],35695.2,2363.2,5367.8,70.82
[12/06/2025 04:00],43758.6,6515.2,7480.1,97.0
[12/06/2025 05:00],38989.4,7855.2,6750.6,69.0
[12/06/2025 06:00],36389.4,8949.5,850.8,75.68
[12/06/2025 07:00],35752.7,8367.8,4036.0,82.34
[12/06/2025 08:00],42837.1,5243.7,4319.7,79.66
[12/06/2025 09:00],42527.6,2442.1,6865.4,71.82
[12/06/2025 10:00],35967.8,7215.8,5824.6,108.1
[12/06/2025 11:00],30781.1,4633.3,3819.7,83.81
[12/06/2025 12:00],30981.1,5881.9,5888.4,86.55
[12/06/2025 13:00],38797.4,3591.0,7088.7,73.95
[12/06/2025 14:00],36337.9,6265.5,4205.4,105.22
[12/06/2025 15:00],45552.4,6355.1,3161.4,90.49
[12/06/2025 16:00],48504.0,5793.4,6265.9,99.27
[12/06/2025 17:00],43436.4,2558.1,4168.3,44.49
[12/06/2025 18:00],44124.1,3474.9,3303.9,49.86
[12/06/2025 19:00],47784.2,2493.5,3780.3,66.44
[12/06/2025 20:00],49313.5,3696.0,3186.1,69.94
[12/06/2025 21:00],30511.9,8843.3,6263.6,46.65
[12/06/2025 22:00],37059.4,9682.6,1531.1,54.39
[12/06/2025 23:00],33816.7,2755.1,3921.2,86.45
[13/06/2025 00:00],32511.2,9635.9,4354.3,61.06
[13/06/2025 01:00],40743.9,8075.9,6613.3,54.8
[13/06/2025 02:00],32088.9,6241.7,5565.1,56.98
[13/06/2025 03:00],48501.3,7689.2,4070.1,64.74
[13/06/2025 04:00],42433.0,8751.3,6387.5,49.96
[13/06/2025 05:00],47558.3,8948.5,6132.0,41.46
[13/06/2025 06:00],43199.9,9717.4,1497.8,107.61
[13/06/2025 07:00],32880.9,7089.1,2412.6,87.54
[13/06/2025 08:00],32517.4,8976.4,4251.9,101.56
[13/06/2025 09:00],40450.0,6050.7,6325.0,109.94
[13/06/2025 10:00],48988.6,8879.8,3534.6,107.44
[13/06/2025 11:00],40340.4,4954.5,707.4,39.62
[13/06/2025 12:00],49643.3,2201.4,5568.6,82.96
[13/06/2025 13:00],33184.4,7889.0,5920.9,67.31
[13/06/2025 14:00],40268.0,6162.7,7283.1,93.89
[13/06/2025 15:00],46493.7,4781.6,4242.0,60.92
[13/06/2025 16:00],36326.1,2274.7,5666.0,70.53
[13/06/2025 17:00],47203.1,4772.2,7904.6,52.59
[13/06/2025 18:00],38739.0,8821.2,7244.3,42.21
[13/06/2025 19:00],41487.8,4192.4,2588.2,90.72
[13/06/2025 20:00],34797.7,7716.6,5544.9,100.6
[13/06/2025 21:00],42285.6,5266.5,5998.2,100.58
[13/06/2025 22:00],38111.0,3818.8,6210.7,77.66
[13/06/2025 23:00],31168.6,4496.1,3801.9,105.51
[14/06/2025 00:00],40040.3,3434.9,6083.4,85.2
[14/06/2025 01:00],45165.5,6001.2,5362.3,53.72
[14/06/2025 02:00],46153.9,4311.4,3020.4,41.76
[14/06/2025 03:00],42358.6,6689.2,2977.9,38.79
[14/06/2025 04:00],44814.7,9063.5,6800.9,95.97
[14/06/2025 05:00],37708.7,3727.0,6504.3,53.89
[14/06/2025 06:00],41911.8,9372.6,1377.8,46.2
[14/06/2025 07:00],39454.0,3668.4,1223.7,55.42
[14/06/2025 08:00],36241.8,9822.2,1757.5,82.6
[14/06/2025 09:00],37432.7,8049.3,2109.9,103.1
[14/06/2025 10:00],36299.7,9205.2,6433.0,107.77
[14/06/2025 11:00],49199.8,9932.0,5599.3,50.27
[14/06/2025 12:00],48625.0,7453.9,2405.1,108.27
[14/06/2025 13:00],45015.4,3108.4,5286.1,98.72
[14/06/2025 14:00],37245.7,7733.6,2708.2,55.87
[14/06/2025 15:00],49280.0,7731.4,1143.1,109.5
[14/06/2025 16:00],33620.7,2731.9,4525.7,36.03
[14/06/2025 17:00],36668.4,6195.3,2307.2,107.95
[14/06/2025 18:00],43984.0,7724.5,5823.3,41.79
[14/06/2025 19:00],33478.6,7908.3,7360.4,72.16
[14/06/2025 20:00],31634.2,7507.2,7237.2,103.73
[14/06/2025 21:00],40748.9,6426.0,751.8,40.69
[14/06/2025 22:00],38150.5,5552.8,2833.0,65.23
[14/06/2025 23:00],36117.2,2513.6,3500.2,68.88
[15/06/2025 00:00],32273.2,2966.2,2637.5,90.84
[15/06/2025 01:00],41082.3,7166.6,5275.9,43.44
[15/06/2025 02:00],32892.2,7417.4,598.6,68.11
[15/06/2025 03:00],35128.6,2773.6,1138.3,93.33
[15/06/2025 04:00],37774.0,5047.7,2817.4,93.1
[15/06/2025 05:00],45792.5,6878.2,7297.3,42.45
[15/06/2025 06:00],42045.9,4090.3,5433.4,107.05
[15/06/2025 07:00],48733.9,9596.6,3529.1,74.47
[15/06/2025 08:00],46637.8,4016.2,3969.9,81.42
[15/06/2025 09:00],35328.0,8812.1,2671.7,45.02
[15/06/2025 10:00],46820.6,5184.6,2677.3,35.74
[15/06/2025 11:00],37819.7,9335.8,5131.0,68.68
[15/06/2025 12:00],45645.2,9238.8,5693.4,56.93
[15/06/2025 13:00],39383.8,3767.7,6091.7,63.4
[15/06/2025 14:00],41248.5,8623.2,5477.8,40.16
[15/06/2025 15:00],48213.5,7530.0,3426.3,67.76
[15/06/2025 16:00],43868.7,2616.6,3685.3,41.98
[15/06/2025 17:00],40225.3,9401.9,6868.2,36.65
[15/06/2025 18:00],48930.2,6312.2,3810.9,63.59
[15/06/2025 19:00],39288.6,3205.3,7500.3,48.89
[15/06/2025 20:00],44272.7,9554.4,3105.0,89.12
[15/06/2025 21:00],41070.2,4737.8,5827.5,106.01
[15/06/2025 22:00],48480.3,3528.2,7589.6,84.36
[15/06/2025 23:00],43343.0,3581.0,4888.4,83.32
[16/06/2025 00:00],31692.0,3735.4,4688.1,45.15
[16/06/2025 01:00],49787.0,5338.3,4167.0,38.18
[16/06/2025 02:00],31413.5,7818.3,5145.8,93.81
[16/06/2025 03:00],45625.0,7190.1,7492.4,98.43
[16/06/2025 04:00],34238.6,6457.8,3234.3,93.3
[16/06/2025 05:00],38552.5,4604.0,6131.9,106.26
[16/06/2025 06:00],38314.1,7823.2,6061.5,78.7
[16/06/2025 07:00],43671.1,5647.7,5021.9,36.94
[16/06/2025 08:00],30239.8,7253.1,3617.1,73.57
[16/06/2025 09:00],44911.1,8526.8,3315.5,80.89
[16/06/2025 10:00],36557.2,4931.2,7993.2,58.11
[16/06/2025 11:00],43631.0,5881.0,5021.7,64.1
[16/06/2025 12:00],37026.5,5734.6,1610.8,71.01
[16/06/2025 13:00],47744.9,2650.0,7519.4,107.87
[16/06/2025 14:00],40587.6,6385.6,1895.7,94.61
[16/06/2025 15:00],43673.0,6933.8,2235.2,109.33
[16/06/2025 16:00],45980.8,8943.5,869.8,50.95
[16/06/2025 17:00],44038.2,9172.6,2332.5,36.35
[16/06/2025 18:00],41039.4,3283.6,4899.8,92.3
[16/06/2025 19:00],43777.6,3711.7,832.1,86.45
[16/06/2025 20:00],45832.3,2605.6,6312.4,46.57
[16/06/2025 21:00],43144.7,4854.7,3496.6,97.26
[16/06/2025 22:00],43528.7,9062.4,6624.0,43.35
[16/06/2025 23:00],44143.8,3414.9,3400.4,63.05
[17/06/2025 00:00],42846.8,5727.3,2112.8,43.9
[17/06/2025 01:00],48109.4,3899.1,3599.1,72.24
[17/06/2025 02:00],43930.0,8470.5,2900.8,67.85
[17/06/2025 03:00],47814.8,5820.8,5458.3,36.91
[17/06/2025 04:00],44784.0,3946.5,838.1,91.82
[17/06/2025 05:00],49122.3,7453.8,1567.0,73.79
