Date_WET,price_first_auction,price_second_auction,traded_volume_mwh,price_forecast
[08/06/2025 13:00],67.71,64.47,5890.8,81.36
[08/06/2025 14:00],66.9,51.1,2132.4,89.07
[08/06/2025 15:00],70.73,54.23,3531.4,83.24
[08/06/2025 16:00],51.5,69.85,2298.0,75.37
[08/06/2025 17:00],51.69,66.77,2625.7,69.06
[08/06/2025 18:00],63.96,90.19,3918.4,67.56
[08/06/2025 19:00],71.16,55.71,4087.1,53.09
[08/06/2025 20:00],68.67,72.05,4917.1,48.26
[08/06/2025 21:00],91.58,83.77,2803.0,57.71
[08/06/2025 22:00],69.64,97.65,4714.7,89.75
[08/06/2025 23:00],41.94,93.83,3718.1,86.87
[09/06/2025 00:00],94.18,82.86,5361.8,64.54
[09/06/2025 01:00],64.97,90.31,2486.8,61.17
[09/06/2025 02:00],43.63,76.16,2867.4,49.92
[09/06/2025 03:00],48.74,98.24,3107.4,79.76
[09/06/2025 04:00],79.75,72.59,3975.1,86.41
[09/06/2025 05:00],43.98,93.21,4875.6,65.07
[09/06/2025 06:00],65.52,87.73,3212.3,65.52
[09/06/2025 07:00],49.29,88.87,2419.8,50.76
[09/06/2025 08:00],63.36,47.48,2572.1,64.27
[09/06/2025 09:00],48.19,54.98,5529.4,57.11
[09/06/2025 10:00],51.38,47.39,5134.5,58.09
[09/06/2025 11:00],62.08,50.43,5740.8,77.95
[09/06/2025 12:00],81.23,72.42,2537.2,90.27
[09/06/2025 13:00],61.58,67.38,5842.8,83.17
[09/06/2025 14:00],44.3,81.83,3945.6,76.86
[09/06/2025 15:00],40.61,86.84,3722.2,58.27
[09/06/2025 16:00],88.38,89.61,4899.4,58.42
[09/06/2025 17:00],72.52,69.65,5510.6,72.63
[09/06/2025 18:00],90.27,95.58,5080.3,73.79
[09/06/2025 19:00],71.8,92.94,5786.6,69.4
[09/06/2025 20:00],93.65,92.97,4635.4,94.1
[09/06/2025 21:00],63.89,80.31,3509.2,79.69
[09/06/2025 22:00],44.13,50.99,4560.2,69.41
[09/06/2025 23:00],72.85,87.45,5509.1,91.53
[10/06/2025 00:00],73.31,55.84,2878.8,56.86
[10/06/2025 01:00],75.16,72.43,5588.5,47.85
[10/06/2025 02:00],59.78,49.6,5206.3,71.78
[10/06/2025 03:00],58.64,83.18,5762.7,76.6
[10/06/2025 04:00],47.66,89.78,2113.4,79.11
[10/06/2025 05:00],54.5,59.26,4485.5,80.97
[10/06/2025 06:00],47.46,65.68,2728.7,48.4
[10/06/2025 07:00],75.16,48.14,5000.4,62.73
[10/06/2025 08:00],45.76,73.05,4809.6,57.7
[10/06/2025 09:00],46.46,46.57,4318.9,71.38
[10/06/2025 10:00],87.75,70.11,3332.3,52.9
[10/06/2025 11:00],58.19,65.3,3127.6,44.9
[10/06/2025 12:00],62.18,81.21,5237.0,93.41
[10/06/2025 13:00],69.74,75.19,5849.3,74.79
[10/06/2025 14:00],59.14,95.2,2523.5,91.34
[10/06/2025 15:00],62.06,92.61,5754.2,51.69
[10/06/2025 16:00],87.02,91.43,4692.6,82.57
[10/06/2025 17:00],66.68,48.86,2005.9,85.89
[10/06/2025 18:00],76.82,56.05,4258.4,80.22
[10/06/2025 19:00],64.53,68.47,4958.7,40.98
[10/06/2025 20:00],93.12,76.09,4051.8,64.0
[10/06/2025 21:00],43.12,70.81,2814.2,81.34
[10/06/2025 22:00],68.24,61.85,2598.7,89.18
[10/06/2025 23:00],74.79,66.95,3474.9,83.07
[11/06/2025 00:00],76.07,95.37,2741.0,91.43
[11/06/2025 01:00],88.93,53.95,5450.4,65.13
[11/06/2025 02:00],79.19,58.33,5329.5,92.15
[11/06/2025 03:00],44.84,45.15,4804.8,65.54
[11/06/2025 04:00],54.92,76.89,3422.1,51.61
[11/06/2025 05:00],48.02,88.71,4749.0,73.41
[11/06/2025 06:00],90.92,69.37,4013.5,71.63
[11/06/2025 07:00],84.34,77.45,4552.9,44.76
[11/06/2025 08:00],44.13,52.45,5922.9,45.0
[11/06/2025 09:00],85.61,84.37,5705.4,42.78
[11/06/2025 10:00],41.33,47.11,3341.6,53.76
[11/06/2025 11:00],40.16,84.77,3629.2,54.32
[11/06/2025 12:00],52.82,54.68,2908.8,94.34
[11/06/2025 13:00],77.14,51.41,4498.7,94.41
[11/06/2025 14:00],62.71,81.55,4177.0,79.53
[11/06/2025 15:00],89.83,63.24,4580.7,70.35
[11/06/2025 16:00],64.1,85.96,5201.3,73.52
[11/06/2025 17:00],48.52,58.14,5267.3,91.24
[11/06/2025 18:00],49.26,71.54,4412.0,84.99
[11/06/2025 19:00],75.56,89.94,3500.7,75.2
[11/06/2025 20:00],88.95,68.06,5010.8,53.03
[11/06/2025 21:00],74.25,64.73,2602.2,68.11
[11/06/2025 22:00],42.74,70.06,2104.8,44.7
[11/06/2025 23:00],83.1,96.58,5951.0,69.04
[12/06/2025 00:00],51.33,49.59,2482.5,87.6
[12/06/2025 01:00],47.76,57.74,5041.4,60.26
[12/06/2025 02:00],58.52,77.76,2362.4,77.12
[12/06/2025 03:00],80.3,59.06,3345.6,56.69
[12/06/2025 04:00],75.57,82.74,4266.2,76.22
[12/06/2025 05:00],77.27,78.36,2989.4,47.29
[12/06/2025 06:00],65.67,53.02,2813.6,47.24
[12/06/2025 07:00],75.15,89.43,5730.5,73.63
[12/06/2025 08:00],62.65,90.04,5052.7,89.69
[12/06/2025 09:00],45.63,62.1,5542.4,41.0
[12/06/2025 10:00],44.39,59.91,5173.3,72.2
[12/06/2025 11:00],49.48,88.52,2613.1,52.1
[12/06/2025 12:00],45.61,84.83,5092.3,71.53
[12/06/2025 13:00],56.09,78.64,2386.7,91.16
[12/06/2025 14:00],40.04,57.3,4825.9,76.31
[12/06/2025 15:00],69.36,94.02,5083.6,91.79
[12/06/2025 16:00],87.78,47.54,4508.4,62.56
[12/06/2025 17:00],93.82,48.63,5396.8,71.18
[12/06/2025 18:00],70.41,63.06,5111.5,53.92
[12/06/2025 19:00],67.19,94.4,5680.9,47.8
[12/06/2025 20:00],82.55,96.25,3594.7,74.59
[12/06/2025 21:00],58.82,49.7,3884.4,48.37
[12/06/2025 22:00],42.22,93.18,2032.1,69.33
[12/06/2025 23:00],60.49,73.17,4372.6,60.89
[13/06/2025 00:00],76.73,99.45,5499.9,90.18
[13/06/2025 01:00],61.16,54.43,4478.5,44.93
[13/06/2025 02:00],55.25,89.01,5841.8,70.46
[13/06/2025 03:00],60.44,97.62,4175.3,64.39
[13/06/2025 04:00],57.99,62.65,2503.9,57.84
[13/06/2025 05:00],68.31,62.57,5564.0,71.81
[13/06/2025 06:00],53.71,61.55,2857.6,89.34
[13/06/2025 07:00],49.36,91.78,5985.2,57.65
[13/06/2025 08:00],89.94,73.87,5788.9,94.85
[13/06/2025 09:00],81.09,60.79,3973.6,70.52
[13/06/2025 10:00],77.85,65.52,2143.0,42.42
[13/06/2025 11:00],91.45,88.84,2101.1,55.28
[13/06/2025 12:00],41.53,85.99,5499.4,50.98
[13/06/2025 13:00],91.64,83.02,4704.4,73.71
[13/06/2025 14:00],76.24,57.72,4674.7,62.06
[13/06/2025 15:00],91.99,85.69,2091.9,72.2
[13/06/2025 16:00],48.44,67.6,2031.5,90.99
[13/06/2025 17:00],84.15,58.26,4997.9,71.78
[13/06/2025 18:00],73.07,75.08,3752.1,56.18
[13/06/2025 19:00],69.5,49.33,3886.3,75.21
[13/06/2025 20:00],88.13,51.95,5371.8,58.42
[13/06/2025 21:00],85.83,60.46,5484.1,72.83
[13/06/2025 22:00],78.32,70.47,2505.2,40.94
[13/06/2025 23:00],55.97,83.88,3227.7,46.16
[14/06/2025 00:00],55.56,89.77,5879.8,67.23
[14/06/2025 01:00],68.98,66.41,5558.5,64.49
[14/06/2025 02:00],57.37,96.87,5832.8,82.82
[14/06/2025 03:00],49.71,55.57,4263.1,49.37
[14/06/2025 04:00],87.03,70.79,2653.1,73.59
[14/06/2025 05:00],46.05,47.86,2040.9,66.04
[14/06/2025 06:00],64.85,70.25,5048.3,67.18
[14/06/2025 07:00],90.88,95.09,4437.6,77.82
[14/06/2025 08:00],93.17,63.06,3979.0,51.72
[14/06/2025 09:00],73.07,70.77,2137.9,55.68
[14/06/2025 10:00],93.84,53.76,3457.5,83.08
[14/06/2025 11:00],63.14,81.4,2288.6,41.43
[14/06/2025 12:00],76.55,46.72,4276.2,72.06
[14/06/2025 13:00],53.38,95.74,2060.2,72.23
[14/06/2025 14:00],40.38,83.93,2563.9,64.21
[14/06/2025 15:00],59.58,50.74,2911.4,89.72
[14/06/2025 16:00],59.35,83.63,5779.0,66.41
[14/06/2025 17:00],64.61,91.22,3083.6,80.34
[14/06/2025 18:00],53.11,79.83,2516.3,63.18
[14/06/2025 19:00],65.07,80.16,3231.4,71.36
[14/06/2025 20:00],50.45,75.67,5134.7,58.85
[14/06/2025 21:00],79.23,65.89,3999.8,77.17
[14/06/2025 22:00],71.06,64.66,5870.7,59.31
[14/06/2025 23:00],41.99,85.71,2182.1,84.31
[15/06/2025 00:00],53.71,55.59,3302.2,41.73
[15/06/2025 01:00],56.55,76.88,4467.0,84.5
[15/06/2025 02:00],85.25,65.31,3079.4,54.25
[15/06/2025 03:00],50.63,74.59,3555.3,61.91
[15/06/2025 04:00],74.9,74.19,3933.5,64.92
[15/06/2025 05:00],47.95,93.09,3074.6,50.36
[15/06/2025 06:00],45.26,75.63,2254.0,83.47
[15/06/2025 07:00],66.64,68.07,5169.3,50.21
[15/06/2025 08:00],57.04,72.2,3101.4,88.76
[15/06/2025 09:00],67.36,85.76,4999.1,59.56
[15/06/2025 10:00],53.39,83.11,2274.5,48.97
[15/06/2025 11:00],49.42,95.37,3493.3,59.74
[15/06/2025 12:00],62.06,52.12,3724.1,66.78
[15/06/2025 13:00],42.58,80.29,3988.3,53.39
[15/06/2025 14:00],62.56,83.46,5059.2,80.01
[15/06/2025 15:00],47.63,72.31,5839.2,40.0
[15/06/2025 16:00],75.71,90.64,5878.6,93.07
[15/06/2025 17:00],91.25,74.55,2085.9,91.25
[15/06/2025 18:00],64.81,78.94,2194.7,75.94
[15/06/2025 19:00],60.9,49.45,3729.7,68.65
[15/06/2025 20:00],41.69,95.09,5099.8,89.26
[15/06/2025 21:00],52.21,65.98,4435.2,70.59
[15/06/2025 22:00],85.0,53.39,4512.1,44.91
[15/06/2025 23:00],71.12,78.3,2059.1,58.92
[16/06/2025 00:00],80.75,45.22,4557.5,65.29
[16/06/2025 01:00],82.2,65.16,3108.2,73.4
[16/06/2025 02:00],73.85,96.54,5426.9,53.51
[16/06/2025 03:00],89.23,71.19,4072.5,50.86
[16/06/2025 04:00],58.84,53.33,5658.2,80.24
[16/06/2025 05:00],63.65,56.31,2602.8,45.33
[16/06/2025 06:00],60.46,56.14,4864.3,53.66
[16/06/2025 07:00],77.67,98.03,5016.9,75.7
[16/06/2025 08:00],51.92,76.94,2484.8,75.26
[16/06/2025 09:00],59.69,72.01,5648.7,67.27
[16/06/2025 10:00],66.91,56.89,2077.0,86.98
[16/06/2025 11:00],61.63,46.52,4569.6,43.09
[16/06/2025 12:00],73.77,87.75,2556.0,44.43
[16/06/2025 13:00],63.23,93.42,3130.5,51.94
[16/06/2025 14:00],43.61,89.94,4364.6,75.55
[16/06/2025 15:00],91.31,58.89,5924.2,77.8
[16/06/2025 16:00],69.63,66.09,2888.8,85.03
[16/06/2025 17:00],87.73,57.38,2605.2,88.16
[16/06/2025 18:00],76.99,86.95,4771.8,63.31
[16/06/2025 19:00],51.29,48.31,3071.7,94.53
[16/06/2025 20:00],51.28,91.45,5221.8,78.96
[16/06/2025 21:00],93.85,74.23,2843.1,87.44
[16/06/2025 22:00],76.55,49.98,4315.8,68.31
[16/06/2025 23:00],50.37,67.16,3984.7,84.22
[17/06/2025 00:00],74.29,51.3,3980.0,72.55
[17/06/2025 01:00],57.49,57.39,5997.1,55.08
[17/06/2025 02:00],93.54,56.54,2905.1,40.7
[17/06/2025 03:00],88.83,98.89,5285.7,87.42
[17/06/2025 04:00],83.59,58.2,2940.2,51.0
[17/06/2025 05:00],87.56,99.08,3358.4,58.26
[17/06/2025 06:00],58.14,54.92,5613.4,91.26
[17/06/2025 07:00],64.84,45.44,3547.3,83.82
[17/06/2025 08:00],55.72,87.22,3566.7,56.24
[17/06/2025 09:00],72.01,83.78,2155.6,56.94
[17/06/2025 10:00],87.97,61.16,3998.9,83.81
[17/06/2025 11:00],45.39,94.76,2540.8,44.32
[17/06/2025 12:00],83.5,79.21,2333.9,79.67
[17/06/2025 13:00],56.15,77.13,4280.3,57.28
[17/06/2025 14:00],56.68,93.66,3769.2,71.62
[17/06/2025 15:00],77.78,55.49,5411.6,88.59
[17/06/2025 16:00],83.55,97.31,2132.5,46.63
[17/06/2025 17:00],93.35,63.02,3134.8,70.04
[17/06/2025 18:00],74.93,74.18,4961.8,45.2
[17/06/2025 19:00],85.4,58.27,3573.6,63.57
[17/06/2025 20:00],65.5,75.58,4191.2,75.64
[17/06/2025 21:00],68.77,94.11,4603.7,70.65
[17/06/2025 22:00],81.89,73.04,5483.1,42.25
[17/06/2025 23:00],78.51,50.53,2304.6,42.33
[18/06/2025 00:00],73.1,73.13,5676.9,84.21
[18/06/2025 01:00],94.6,78.21,2941.6,63.18
[18/06/2025 02:00],76.28,51.56,2434.0,88.7
[18/06/2025 03:00],67.02,65.75,5077.7,52.19
[18/06/2025 04:00],82.58,78.55,5792.9,62.66
[18/06/2025 05:00],62.6,83.96,4891.1,42.99
[18/06/2025 06:00],48.42,56.53,4704.1,88.03
[18/06/2025 07:00],83.88,87.63,2589.1,91.01
[18/06/2025 08:00],67.5,66.39,5246.3,61.32
[18/06/2025 09:00],83.93,87.11,5925.5,59.3
[18/06/2025 10:00],76.58,79.29,2809.0,65.68
[18/06/2025 11:00],68.36,69.01,4546.7,83.93
[18/06/2025 12:00],87.67,88.42,4828.0,53.18
[18/06/2025 13:00],50.98,94.04,2598.2,53.51
[18/06/2025 14:00],45.45,57.4,2538.0,57.01
[18/06/2025 15:00],77.3,66.26,5306.7,93.13
[18/06/2025 16:00],66.86,54.54,3365.0,48.63
[18/06/2025 17:00],80.09,47.71,3651.4,72.93
[18/06/2025 18:00],70.6,62.68,4253.3,80.11
[18/06/2025 19:00],64.25,72.89,2173.1,61.86
[18/06/2025 20:00],66.53,45.61,2203.8,53.43
[18/06/2025 21:00],81.1,70.82,5446.2,67.3
[18/06/2025 22:00],92.63,67.51,5815.7,69.03
[18/06/2025 23:00],63.56,74.01,4529.0,40.73
[19/06/2025 00:00],65.21,61.97,5601.8,84.31
[19/06/2025 01:00],40.26,67.03,5306.4,58.79
[19/06/2025 02:00],77.01,66.72,5029.9,62.39
[19/06/2025 03:00],89.78,74.26,2043.9,56.9
[19/06/2025 04:00],81.42,62.91,5206.3,90.35
[19/06/2025 05:00],69.12,99.79,2448.6,48.33
[19/06/2025 06:00],63.71,73.29,5819.9,45.08
[19/06/2025 07:00],73.27,48.31,5653.9,75.07
[19/06/2025 08:00],74.13,97.34,5290.5,47.67
[19/06/2025 09:00],74.38,76.39,3311.7,73.0
[19/06/2025 10:00],45.69,71.3,5347.4,52.16
[19/06/2025 11:00],58.61,54.63,3323.3,92.27
[19/06/2025 12:00],46.15,98.91,4236.4,41.33
[19/06/2025 13:00],88.21,75.54,2891.6,50.95
[19/06/2025 14:00],78.26,70.66,3885.5,47.82
[19/06/2025 15:00],60.56,75.03,3119.1,56.26
[19/06/2025 16:00],77.47,62.27,5073.1,77.25
[19/06/2025 17:00],63.26,58.54,5070.3,81.7
[19/06/2025 18:00],88.37,57.18,5215.7,81.81
[19/06/2025 19:00],80.16,70.86,2689.8,76.26
[19/06/2025 20:00],51.42,60.74,5341.5,92.39
[19/06/2025 21:00],56.7,54.97,4564.0,64.38
[19/06/2025 22:00],61.55,45.73,3249.1,61.47
[19/06/2025 23:00],80.34,47.2,2653.6,73.86
[20/06/2025 00:00],44.27,65.72,3665.0,94.9
[20/06/2025 01:00],91.42,86.45,3301.6,46.59
[20/06/2025 02:00],60.11,90.4,2923.6,63.35
[20/06/2025 03:00],47.9,45.64,2743.2,81.48
[20/06/2025 04:00],48.93,75.07,2053.5,47.39
[20/06/2025 05:00],70.58,67.29,3096.3,93.61
[20/06/2025 06:00],81.4,86.21,4884.2,90.27
[20/06/2025 07:00],90.24,46.87,3725.3,52.38
[20/06/2025 08:00],63.47,71.24,2355.6,72.42
[20/06/2025 09:00],68.61,58.01,5297.5,77.56
[20/06/2025 10:00],63.1,81.72,4094.0,42.98
[20/06/2025 11:00],83.04,70.43,5734.1,72.98
[20/06/2025 12:00],57.28,76.42,4491.4,88.43
[20/06/2025 13:00],70.32,61.8,3481.7,74.1
[20/06/2025 14:00],55.27,96.93,4787.2,64.22
[20/06/2025 15:00],60.9,69.0,4524.9,77.59
[20/06/2025 16:00],40.35,68.17,3360.9,40.08
[20/06/2025 17:00],94.31,93.04,3994.3,77.75
[20/06/2025 18:00],61.26,98.51,5729.7,60.89
[20/06/2025 19:00],64.0,90.46,2595.9,75.09
[20/06/2025 20:00],70.21,95.25,4485.4,53.87
[20/06/2025 21:00],50.63,95.23,2840.6,87.59
[20/06/2025 22:00],84.8,97.39,4969.1,46.92
[20/06/2025 23:00],74.87,61.92,5129.4,51.75
[21/06/2025 00:00],83.54,88.0,5076.9,84.06
[21/06/2025 01:00],64.74,98.18,4501.7,66.43
[21/06/2025 02:00],94.97,58.72,5479.2,59.06
[21/06/2025 03:00],94.12,88.1,4793.4,68.29
[21/06/2025 04:00],61.62,84.82,4389.8,72.24
[21/06/2025 05:00],93.53,98.39,4916.8,84.1
[21/06/2025 06:00],43.83,82.51,5072.6,75.32
[21/06/2025 07:00],46.59,47.41,5592.5,44.92
[21/06/2025 08:00],82.24,81.47,4393.0,54.27
[21/06/2025 09:00],60.88,69.62,2180.8,63.48
[21/06/2025 10:00],46.89,45.35,5677.8,67.48
[21/06/2025 11:00],52.57,91.7,4497.4,47.63
[21/06/2025 12:00],68.6,96.91,2113.0,41.27
[21/06/2025 13:00],86.09,51.97,2451.1,45.71
[21/06/2025 14:00],74.46,89.53,5064.1,84.78
[21/06/2025 15:00],44.0,90.56,5563.4,52.79
[21/06/2025 16:00],52.96,67.54,4160.0,46.24
[21/06/2025 17:00],59.65,79.73,4966.4,72.44
[21/06/2025 18:00],78.13,58.19,3730.8,68.05
[21/06/2025 19:00],92.73,70.12,2812.6,89.8
[21/06/2025 20:00],54.04,97.37,3510.5,46.82
[21/06/2025 21:00],75.9,61.17,2532.5,67.19
[21/06/2025 22:00],68.16,79.86,4650.1,40.22
[21/06/2025 23:00],66.48,67.63,5056.3,79.42
[22/06/2025 00:00],82.17,81.25,3029.5,41.85
[22/06/2025 01:00],59.61,62.71,5345.5,58.47
[22/06/2025 02:00],87.69,61.05,5662.6,88.08
[22/06/2025 03:00],50.38,84.57,2379.6,77.74
[22/06/2025 04:00],60.12,92.54,3464.4,74.24
[22/06/2025 05:00],41.09,70.73,2325.1,46.46
[22/06/2025 06:00],90.12,52.09,5975.3,41.65
[22/06/2025 07:00],41.05,93.41,3143.0,91.64
[22/06/2025 08:00],42.81,76.23,4076.9,88.8
[22/06/2025 09:00],60.18,91.9,3662.7,42.02
[22/06/2025 10:00],53.34,62.86,2038.9,73.46
[22/06/2025 11:00],53.15,59.65,5993.4,90.37
[22/06/2025 12:00],69.31,94.89,2829.4,90.87
[22/06/2025 13:00],88.19,46.68,5509.9,91.13
[22/06/2025 14:00],54.32,61.97,4927.3,61.09
[22/06/2025 15:00],79.04,92.54,4212.6,71.1
[22/06/2025 16:00],63.66,80.69,2808.7,87.08
[22/06/2025 17:00],92.9,81.54,5627.7,93.74
[22/06/2025 18:00],57.39,65.92,3961.6,57.78
[22/06/2025 19:00],44.0,86.47,3110.6,68.86
[22/06/2025 20:00],58.57,90.18,3290.2,40.35
[22/06/2025 21:00],58.3,72.48,4606.3,66.62
[22/06/2025 22:00],87.03,90.04,3099.3,83.36
[22/06/2025 23:00],67.81,63.63,4117.7,54.06
[23/06/2025 00:00],94.47,78.91,5316.8,67.93
[23/06/2025 01:00],78.33,70.54,4863.7,52.91
[23/06/2025 02:00],51.83,89.1,3174.8,72.78
[23/06/2025 03:00],88.93,94.08,3937.5,73.88
[23/06/2025 04:00],70.33,61.89,4621.9,59.49
[23/06/2025 05:00],63.93,70.75,3453.2,56.79
[23/06/2025 06:00],63.41,86.02,4570.7,83.92
[23/06/2025 07:00],64.84,59.33,3268.9,53.47
[23/06/2025 08:00],57.23,70.07,4741.6,54.21
[23/06/2025 09:00],53.22,78.55,3674.2,68.24
[23/06/2025 10:00],62.89,93.19,4950.5,80.7
[23/06/2025 11:00],46.22,97.58,5336.9,65.07
[23/06/2025 12:00],59.67,64.22,2854.6,92.75
[23/06/2025 13:00],55.9,64.94,3013.2,75.34
[23/06/2025 14:00],66.11,83.4,5374.6,71.2
[23/06/2025 15:00],79.74,77.4,5452.9,74.98
[23/06/2025 16:00],40.67,63.34,3676.2,54.78
[23/06/2025 17:00],86.09,86.56,3099.1,84.45
[23/06/2025 18:00],77.69,48.04,2536.7,68.09
[23/06/2025 19:00],82.94,56.01,4243.0,44.59
[23/06/2025 20:00],91.82,60.33,3649.6,52.51
[23/06/2025 21:00],74.1,57.47,5153.9,72.57
[23/06/2025 22:00],68.98,91.32,4627.7,40.42
[23/06/2025 23:00],70.08,53.2,3247.5,88.73
[24/06/2025 00:00],47.63,93.37,5569.2,51.33
[24/06/2025 01:00],63.28,76.99,4704.5,54.73
[24/06/2025 02:00],53.99,87.16,5004.7,93.08
[24/06/2025 03:00],58.03,56.31,4895.0,58.72
[24/06/2025 04:00],79.49,90.23,3676.9,82.74
[24/06/2025 05:00],67.02,64.49,4452.1,93.79
[24/06/2025 06:00],72.77,58.73,5263.8,72.8
[24/06/2025 07:00],86.23,47.24,4289.1,78.32
[24/06/2025 08:00],64.44,85.33,5931.0,88.76
[24/06/2025 09:00],83.92,94.07,4971.6,86.19
[24/06/2025 10:00],91.5,58.93,5915.4,78.63
[24/06/2025 11:00],89.5,84.48,5012.3,48.29
[24/06/2025 12:00],67.09,69.04,3902.7,70.14
[24/06/2025 13:00],66.08,65.58,4405.3,78.65
[24/06/2025 14:00],45.25,59.73,3296.9,42.83
[24/06/2025 15:00],63.46,93.49,2255.5,44.23
[24/06/2025 16:00],85.63,65.35,3939.1,55.13
[24/06/2025 17:00],45.71,84.31,4734.0,85.35
[24/06/2025 18:00],41.1,50.67,3051.9,64.05
[24/06/2025 19:00],76.72,92.58,3046.2,66.06
[24/06/2025 20:00],82.43,89.17,4185.6,68.72
[24/06/2025 21:00],52.91,91.95,3079.8,44.85
[24/06/2025 22:00],68.41,86.03,5027.3,67.69
[24/06/2025 23:00],76.27,78.49,2255.9,58.1
[25/06/2025 00:00],74.0,71.53,2854.5,80.75
[25/06/2025 01:00],81.04,95.32,2325.0,57.69
[25/06/2025 02:00],40.35,45.95,4869.1,55.41
[25/06/2025 03:00],81.07,47.77,3681.0,84.59
[25/06/2025 04:00],86.23,57.75,5926.2,56.95
[25/06/2025 05:00],72.29,80.42,2554.7,40.91
[25/06/2025 06:00],86.05,50.55,5514.9,48.69
[25/06/2025 07:00],85.03,86.7,5124.8,65.93
[25/06/2025 08:00],82.82,67.19,5113.3,86.43
[25/06/2025 09:00],85.87,68.89,2499.5,76.75
[25/06/2025 10:00],43.22,75.42,4879.0,87.63
[25/06/2025 11:00],85.43,45.56,4840.1,80.28
[25/06/2025 12:00],57.89,52.74,2816.1,51.34
[25/06/2025 13:00],84.56,81.24,2397.7,40.79
[25/06/2025 14:00],55.93,72.88,5624.2,73.99
[25/06/2025 15:00],89.6,71.75,2736.2,60.13
[25/06/2025 16:00],60.85,72.63,3145.7,87.47
[25/06/2025 17:00],76.35,95.05,2633.1,47.13
[25/06/2025 18:00],85.14,93.51,3224.0,89.78
[25/06/2025 19:00],49.61,70.46,4193.4,80.01
[25/06/2025 20:00],41.86,55.73,3492.2,65.98
[25/06/2025 21:00],67.59,68.9,2921.5,41.3
[25/06/2025 22:00],44.85,96.13,4410.6,71.5
[25/06/2025 23:00],42.89,85.73,2850.0,41.0
[26/06/2025 00:00],90.96,75.29,5718.2,56.81
[26/06/2025 01:00],70.91,53.35,5419.6,54.32
[26/06/2025 02:00],88.7,65.41,5956.9,45.89
[26/06/2025 03:00],70.62,64.73,5395.6,56.07
[26/06/2025 04:00],68.02,93.63,2031.2,64.55
[26/06/2025 05:00],70.02,80.69,5242.1,66.78
[26/06/2025 06:00],88.52,75.64,3030.2,74.68
[26/06/2025 07:00],56.19,82.67,3372.4,76.2
[26/06/2025 08:00],70.14,74.6,2866.3,92.05
[26/06/2025 09:00],55.05,74.67,2071.8,79.69
[26/06/2025 10:00],66.29,46.78,5917.4,49.91
[26/06/2025 11:00],91.53,76.21,2760.0,89.53
[26/06/2025 12:00],63.28,71.66,5449.7,83.09
[26/06/2025 13:00],89.31,80.03,5082.6,87.23
[26/06/2025 14:00],92.65,88.44,3351.6,93.15
[26/06/2025 15:00],75.61,87.88,3692.2,93.68
[26/06/2025 16:00],68.82,73.39,3853.9,82.92
[26/06/2025 17:00],78.7,87.9,4869.2,43.51
[26/06/2025 18:00],67.35,67.66,3359.1,47.92
[26/06/2025 19:00],57.69,84.7,4613.7,46.33
[26/06/2025 20:00],67.54,58.95,5379.1,89.48
[26/06/2025 21:00],58.29,55.36,3786.9,48.48
[26/06/2025 22:00],58.68,62.22,2124.1,90.89
[26/06/2025 23:00],88.64,64.77,4571.4,63.9
[27/06/2025 00:00],64.83,45.13,5289.3,64.68
[27/06/2025 01:00],64.38,63.55,5922.7,72.58
[27/06/2025 02:00],81.31,94.05,2953.7,91.32
[27/06/2025 03:00],57.35,75.45,3043.3,77.22
[27/06/2025 04:00],78.2,55.12,3668.4,91.4
[27/06/2025 05:00],49.82,64.46,2444.2,76.42
[27/06/2025 06:00],58.38,87.73,3464.1,81.81
[27/06/2025 07:00],55.36,98.73,5273.6,53.5
[27/06/2025 08:00],48.41,54.9,4135.6,57.76
[27/06/2025 09:00],84.96,98.09,5416.7,80.59
[27/06/2025 10:00],46.11,94.88,5294.2,91.16
[27/06/2025 11:00],79.81,70.7,4521.5,76.06
[27/06/2025 12:00],88.14,99.67,2838.3,59.23
[27/06/2025 13:00],49.78,96.21,5565.7,67.4
[27/06/2025 14:00],43.35,65.37,2945.1,61.4
[27/06/2025 15:00],84.71,46.86,2470.8,60.36
[27/06/2025 16:00],85.14,59.47,3172.4,72.37
[27/06/2025 17:00],83.07,98.63,4509.1,69.08
[27/06/2025 18:00],49.39,62.24,3374.0,90.43
[27/06/2025 19:00],76.79,65.66,2620.5,57.13
[27/06/2025 20:00],52.93,94.0,4493.1,94.95
[27/06/2025 21:00],40.75,67.13,3696.2,59.73
[27/06/2025 22:00],61.14,79.12,4258.5,79.51
[27/06/2025 23:00],57.15,65.45,4233.9,44.9
[28/06/2025 00:00],76.41,90.1,3594.2,83.44
[28/06/2025 01:00],94.56,98.76,3254.1,48.28
[28/06/2025 02:00],68.96,58.75,2766.9,49.99
[28/06/2025 03:00],47.62,98.87,5803.9,79.46
[28/06/2025 04:00],71.01,52.62,4528.1,56.51
[28/06/2025 05:00],83.46,84.29,5700.0,92.9
[28/06/2025 06:00],90.92,71.89,5167.6,68.61
[28/06/2025 07:00],87.89,73.19,3004.8,80.04
[28/06/2025 08:00],76.45,91.99,3645.7,92.81
[28/06/2025 09:00],71.28,79.28,4187.0,80.7
[28/06/2025 10:00],75.38,83.69,4817.3,59.84
[28/06/2025 11:00],66.95,62.73,4031.4,51.43
[28/06/2025 12:00],40.78,72.31,2052.4,66.87
[28/06/2025 13:00],50.5,77.79,3425.7,51.97
