TradeKey,Date,CurrencyKey,TraderKey,Trade_Amount,Exchange_Rate,Total_Value_USD,Transaction_Fee
4763,2023-05-22,2,4,465585,1.246105909,580168.22,46.56
4764,2023-05-23,2,4,635459,1.243440866,790155.69,63.55
4765,2023-05-23,2,3,788732,1.243440866,980741.6,78.87
4766,2023-05-24,2,2,831136,1.241726995,1032044.01,83.11
4767,2023-05-24,2,1,243555,1.241726995,302428.82,24.36
4768,2023-05-24,2,3,968702,1.241726995,1202863.42,96.87
4769,2023-05-25,2,2,851156,1.237103224,1052967.83,85.12
4770,2023-05-25,2,2,615240,1.237103224,761115.39,61.52
4771,2023-05-25,2,4,249127,1.237103224,308195.81,24.91
4772,2023-05-26,2,3,187364,1.231830478,230800.69,18.74
4773,2023-05-26,2,2,323750,1.231830478,398805.12,32.38
4774,2023-05-26,2,3,752561,1.231830478,927027.58,75.26
4775,2023-05-29,2,3,139433,1.234689832,172156.51,13.94
4776,2023-05-29,2,3,185497,1.234689832,229031.26,18.55
4777,2023-05-30,2,4,210596,1.234933853,260072.13,21.06
4778,2023-05-30,2,1,282158,1.234933853,348446.47,28.22
4779,2023-05-31,2,2,220608,1.241187572,273815.91,22.06
4780,2023-06-01,2,2,419124,1.244694471,521681.33,41.91
4781,2023-06-01,2,3,792547,1.244694471,986478.87,79.25
4782,2023-06-02,2,2,300060,1.25259912,375854.89,30.01
4783,2023-06-02,2,2,162214,1.25259912,203189.11,16.22
4784,2023-06-05,2,2,575816,1.243023634,715752.9,57.58
4785,2023-06-05,2,2,753872,1.243023634,937080.71,75.39
4786,2023-06-06,2,1,890788,1.243317127,1107531.98,89.08
4787,2023-06-06,2,2,590973,1.243317127,734766.85,59.1
4788,2023-06-07,2,2,309653,1.242853642,384853.36,30.97
4789,2023-06-07,2,3,193785,1.242853642,240846.39,19.38
4790,2023-06-08,2,3,55758,1.244585991,69395.63,5.58
4791,2023-06-08,2,2,552023,1.244585991,687040.09,55.2
4792,2023-06-09,2,4,724129,1.255950093,909469.88,72.41
4793,2023-06-09,2,1,545874,1.255950093,685590.5,54.59
4794,2023-06-12,2,2,316330,1.258099079,397974.48,31.63
4795,2023-06-12,2,3,819553,1.258099079,1031078.87,81.96
4796,2023-06-13,2,1,43930,1.251533151,54979.85,4.39
4797,2023-06-13,2,4,849227,1.251533151,1062835.74,84.92
4798,2023-06-13,2,1,228865,1.251533151,286432.13,22.89
4799,2023-06-14,2,4,688772,1.260684371,868324.1,68.88
4800,2023-06-14,2,4,534336,1.260684371,673629.04,53.43
4801,2023-06-14,2,2,93127,1.260684371,117403.75,9.31
4802,2023-06-15,2,1,773867,1.267089844,980559.02,77.39
4803,2023-06-15,2,2,284119,1.267089844,360004.3,28.41
4804,2023-06-15,2,1,648710,1.267089844,821973.85,64.87
4805,2023-06-16,2,4,16226,1.278576136,20746.18,1.62
4806,2023-06-16,2,1,330137,1.278576136,422105.29,33.01
4807,2023-06-19,2,4,789364,1.283038259,1012784.21,78.94
4808,2023-06-19,2,2,635802,1.283038259,815758.29,63.58
4809,2023-06-19,2,1,619731,1.283038259,795138.58,61.97
4810,2023-06-20,2,3,343712,1.279475927,439771.23,34.37
4811,2023-06-21,2,4,237222,1.276535988,302822.42,23.72
4812,2023-06-21,2,2,62662,1.276535988,79990.3,6.27
4813,2023-06-22,2,3,767330,1.277204514,980037.34,76.73
4814,2023-06-23,2,2,211552,1.274713516,269668.19,21.16
4815,2023-06-26,2,1,312677,1.27296102,398025.63,31.27
4816,2023-06-27,2,3,443207,1.2711972,563403.5,44.32
4817,2023-06-27,2,2,835550,1.2711972,1062148.82,83.56
4818,2023-06-28,2,3,233589,1.274469852,297702.14,23.36
4819,2023-06-28,2,3,107262,1.274469852,136702.19,10.73
4820,2023-06-29,2,1,484519,1.264254451,612555.3,48.45
4821,2023-06-30,2,3,801818,1.261463642,1011464.25,80.18
4822,2023-06-30,2,1,37169,1.261463642,46887.34,3.72
4823,2023-07-03,2,4,987623,1.269325495,1253615.05,98.76
4824,2023-07-03,2,2,110209,1.269325495,139891.09,11.02
4825,2023-07-04,2,2,407089,1.269293189,516715.3,40.71
4826,2023-07-04,2,3,205536,1.269293189,260885.44,20.55
4827,2023-07-05,2,1,848842,1.271762967,1079525.82,84.88
4828,2023-07-06,2,2,476289,1.270454288,605103.4,47.63
4829,2023-07-06,2,3,98417,1.270454288,125034.3,9.84
4830,2023-07-07,2,2,365954,1.274274945,466326.01,36.6
4831,2023-07-10,2,1,102363,1.283894777,131423.32,10.24
4832,2023-07-10,2,4,39655,1.283894777,50912.85,3.97
4833,2023-07-11,2,1,83552,1.286471367,107487.26,8.36
4834,2023-07-11,2,3,899704,1.286471367,1157443.43,89.97
4835,2023-07-11,2,4,797418,1.286471367,1025855.42,79.74
4836,2023-07-12,2,2,82510,1.293477058,106724.79,8.25
4837,2023-07-12,2,4,670087,1.293477058,866742.16,67.01
4838,2023-07-13,2,1,299074,1.299629569,388685.41,29.91
4839,2023-07-13,2,2,896942,1.299629569,1165692.34,89.69
4840,2023-07-14,2,1,997136,1.312852859,1309092.85,99.71
4841,2023-07-14,2,3,572260,1.312852859,751293.18,57.23
4842,2023-07-17,2,2,628201,1.3090204,822327.92,62.82
4843,2023-07-18,2,2,450659,1.307172418,589089.01,45.07
4844,2023-07-19,2,3,353871,1.303508997,461274.03,35.39
4845,2023-07-20,2,4,276996,1.293979168,358427.05,27.7
4846,2023-07-20,2,4,438221,1.293979168,567048.84,43.82
4847,2023-07-21,2,3,294114,1.287233233,378593.32,29.41
4848,2023-07-21,2,3,163090,1.287233233,209934.87,16.31
4849,2023-07-24,2,4,165830,1.285347104,213149.11,16.58
4850,2023-07-24,2,4,251314,1.285347104,323025.72,25.13
4851,2023-07-24,2,1,509422,1.285347104,654784.09,50.94
4852,2023-07-25,2,1,32921,1.281262755,42180.45,3.29
4853,2023-07-25,2,1,600808,1.281262755,769792.91,60.08
4854,2023-07-26,2,3,372500,1.289390802,480298.07,37.25
4855,2023-07-27,2,4,501374,1.292724609,648138.51,50.14
4856,2023-07-27,2,4,807998,1.292724609,1044518.9,80.8
4857,2023-07-27,2,4,994419,1.292724609,1285509.91,99.44
4858,2023-07-28,2,1,500614,1.279377699,640474.39,50.06
4859,2023-07-28,2,2,339504,1.279377699,434353.85,33.95
4860,2023-07-31,2,4,326317,1.285396576,419446.75,32.63
4861,2023-08-01,2,4,463345,1.283400536,594657.22,46.33
4862,2023-08-02,2,4,187680,1.279574156,240150.48,18.77
4863,2023-08-03,2,4,42627,1.272037983,54223.16,4.26
4864,2023-08-03,2,3,398273,1.272037983,506618.38,39.83
4865,2023-08-04,2,1,755649,1.271633625,960908.68,75.56
4866,2023-08-07,2,1,223997,1.274794817,285550.21,22.4
4867,2023-08-07,2,4,192038,1.274794817,244809.05,19.2
4868,2023-08-07,2,2,537456,1.274794817,685146.12,53.75
4869,2023-08-08,2,4,406993,1.278200269,520218.56,40.7
4870,2023-08-08,2,1,631364,1.278200269,807009.63,63.14
4871,2023-08-09,2,4,812500,1.274161339,1035256.09,81.25
4872,2023-08-10,2,2,490298,1.272005677,623661.84,49.03
4873,2023-08-11,2,4,388863,1.267009497,492693.11,38.89
4874,2023-08-11,2,2,788964,1.267009497,999624.88,78.9
4875,2023-08-14,2,2,823470,1.269502759,1045397.44,82.35
4876,2023-08-14,2,2,274346,1.269502759,348283.0,27.43
4877,2023-08-14,2,3,336523,1.269502759,427216.88,33.65
4878,2023-08-15,2,3,299692,1.268520355,380165.4,29.97
4879,2023-08-15,2,4,74447,1.268520355,94437.53,7.44
4880,2023-08-16,2,4,479506,1.270131588,609035.72,47.95
4881,2023-08-16,2,3,783323,1.270131588,994923.29,78.33
4882,2023-08-16,2,2,737803,1.270131588,937106.9,73.78
4883,2023-08-17,2,2,634240,1.272815108,807270.25,63.42
4884,2023-08-17,2,3,78391,1.272815108,99777.25,7.84
4885,2023-08-18,2,2,893769,1.275022268,1139575.38,89.38
4886,2023-08-18,2,4,761910,1.275022268,971452.22,76.19
4887,2023-08-18,2,1,504107,1.275022268,642747.65,50.41
4888,2023-08-21,2,2,669600,1.274193764,853200.14,66.96
4889,2023-08-22,2,3,996297,1.276079893,1271354.57,99.63
4890,2023-08-22,2,2,207322,1.276079893,264559.44,20.73
4891,2023-08-22,2,3,901500,1.276079893,1150386.02,90.15
4892,2023-08-23,2,3,152040,1.27315557,193570.57,15.2
4893,2023-08-23,2,3,138207,1.27315557,175959.01,13.82
4894,2023-08-23,2,4,488054,1.27315557,621368.67,48.81
4895,2023-08-24,2,2,168250,1.272054195,214023.12,16.82
4896,2023-08-24,2,3,59051,1.272054195,75116.07,5.91
4897,2023-08-25,2,3,516874,1.259287238,650892.83,51.69
4898,2023-08-25,2,4,445480,1.259287238,560987.28,44.55
4899,2023-08-28,2,2,674127,1.258970141,848705.76,67.41
4900,2023-08-28,2,1,988325,1.258970141,1244271.66,98.83
4901,2023-08-29,2,1,692091,1.261113644,872805.4,69.21
4902,2023-08-29,2,3,817666,1.261113644,1031169.75,81.77
4903,2023-08-30,2,3,654381,1.263679385,826927.78,65.44
4904,2023-08-30,2,2,27370,1.263679385,34586.9,2.74
4905,2023-08-30,2,1,237349,1.263679385,299933.04,23.73
4906,2023-08-31,2,1,402351,1.271179438,511460.32,40.24
4907,2023-09-01,2,1,346199,1.267282605,438731.97,34.62
4908,2023-09-01,2,1,804655,1.267282605,1019725.28,80.47
4909,2023-09-04,2,2,54017,1.259144545,68015.21,5.4
4910,2023-09-05,2,1,526807,1.262307405,664992.38,52.68
4911,2023-09-05,2,1,361259,1.262307405,456019.91,36.13
4912,2023-09-06,2,1,578265,1.257055283,726911.07,57.83
4913,2023-09-07,2,4,896230,1.249875069,1120175.53,89.62
4914,2023-09-07,2,4,152872,1.249875069,191070.9,15.29
4915,2023-09-08,2,4,82423,1.247505069,102823.11,8.24
4916,2023-09-08,2,4,849531,1.247505069,1059794.23,84.95
4917,2023-09-11,2,1,405281,1.248999238,506195.66,40.53
4918,2023-09-11,2,1,837529,1.248999238,1046073.08,83.75
4919,2023-09-11,2,1,194188,1.248999238,242540.66,19.42
4920,2023-09-12,2,4,494329,1.250875592,618344.08,49.43
4921,2023-09-12,2,2,194990,1.250875592,243908.23,19.5
4922,2023-09-12,2,4,454635,1.250875592,568691.82,45.46
4923,2023-09-13,2,2,877610,1.249172449,1096286.23,87.76
4924,2023-09-13,2,2,141497,1.249172449,176754.15,14.15
4925,2023-09-14,2,2,216414,1.248953938,270291.12,21.64
4926,2023-09-15,2,4,783867,1.24018693,972141.61,78.39
4927,2023-09-15,2,3,569336,1.24018693,706083.07,56.93
4928,2023-09-18,2,2,150801,1.239756584,186956.53,15.08
4929,2023-09-18,2,2,92937,1.239756584,115219.26,9.29
4930,2023-09-19,2,3,440641,1.23837471,545678.67,44.06
4931,2023-09-19,2,2,790098,1.23837471,978437.38,79.01
4932,2023-09-19,2,2,455625,1.23837471,564234.48,45.56
4933,2023-09-20,2,1,998033,1.239356995,1236919.18,99.8
4934,2023-09-20,2,3,419537,1.239356995,519956.12,41.95
4935,2023-09-21,2,4,318230,1.232893586,392343.73,31.82
4936,2023-09-21,2,1,573235,1.232893586,706737.75,57.32
4937,2023-09-21,2,2,853460,1.232893586,1052225.36,85.35
4938,2023-09-22,2,4,63115,1.229422569,77595.01,6.31
4939,2023-09-22,2,1,239379,1.229422569,294297.95,23.94
4940,2023-09-22,2,4,670449,1.229422569,824265.13,67.04
4941,2023-09-25,2,3,967364,1.22418499,1184232.49,96.74
4942,2023-09-26,2,1,236553,1.221314311,288905.56,23.66
4943,2023-09-27,2,3,528429,1.214683056,641873.75,52.84
4944,2023-09-27,2,4,344512,1.214683056,418472.89,34.45
4945,2023-09-28,2,4,846576,1.213533282,1027348.15,84.66
4946,2023-09-29,2,4,439821,1.220479608,536792.56,43.98
4947,2023-09-29,2,3,441484,1.220479608,538822.22,44.15
4948,2023-10-02,2,1,931306,1.219303966,1135545.1,93.13
4949,2023-10-02,2,4,266467,1.219303966,324904.27,26.65
4950,2023-10-03,2,1,735872,1.209116817,889755.21,73.59
4951,2023-10-03,2,1,125981,1.209116817,152325.75,12.6
4952,2023-10-04,2,2,42428,1.207846165,51246.5,4.24
4953,2023-10-04,2,3,328962,1.207846165,397335.49,32.9
4954,2023-10-04,2,4,515812,1.207846165,623021.55,51.58
4955,2023-10-05,2,4,100410,1.213739514,121871.58,10.04
4956,2023-10-05,2,2,357352,1.213739514,433732.24,35.74
4957,2023-10-06,2,1,42220,1.218769073,51456.43,4.22
4958,2023-10-09,2,2,234392,1.222090483,286448.23,23.44
4959,2023-10-09,2,2,221430,1.222090483,270607.5,22.14
4960,2023-10-10,2,4,191670,1.22503984,234803.39,19.17
4961,2023-10-11,2,2,90745,1.229135513,111537.9,9.07
4962,2023-10-11,2,3,191432,1.229135513,235295.87,19.14
4963,2023-10-12,2,3,950081,1.231633306,1170151.4,95.01
4964,2023-10-12,2,4,774441,1.231633306,953827.33,77.44
4965,2023-10-12,2,1,682283,1.231633306,840322.47,68.23
4966,2023-10-13,2,3,972707,1.218323588,1185071.88,97.27
4967,2023-10-16,2,3,976027,1.215376854,1186240.62,97.6
4968,2023-10-16,2,4,70206,1.215376854,85326.75,7.02
4969,2023-10-16,2,1,847057,1.215376854,1029493.47,84.71
4970,2023-10-17,2,2,446824,1.221150398,545639.31,44.68
4971,2023-10-17,2,2,891446,1.221150398,1088589.64,89.14
4972,2023-10-18,2,4,76991,1.217878461,93765.68,7.7
4973,2023-10-19,2,1,162874,1.214343786,197785.03,16.29
4974,2023-10-19,2,1,291911,1.214343786,354480.31,29.19
4975,2023-10-20,2,1,691125,1.213724852,838835.59,69.11
4976,2023-10-20,2,3,868302,1.213724852,1053879.72,86.83
4977,2023-10-23,2,3,136184,1.216397047,165653.82,13.62
4978,2023-10-23,2,1,316383,1.216397047,384847.35,31.64
4979,2023-10-24,2,1,901505,1.225024819,1104366.0,90.15
4980,2023-10-24,2,4,859198,1.225024819,1052538.87,85.92
4981,2023-10-25,2,4,916659,1.216189981,1114831.49,91.67
4982,2023-10-26,2,4,623288,1.210345984,754394.13,62.33
4983,2023-10-26,2,2,664761,1.210345984,804590.81,66.48
4984,2023-10-27,2,3,813973,1.21371007,987927.23,81.4
4985,2023-10-30,2,3,522930,1.211372375,633462.96,52.29
4986,2023-10-30,2,1,753518,1.211372375,912790.89,75.35
4987,2023-10-31,2,3,475496,1.216574669,578476.39,47.55
4988,2023-11-01,2,3,540298,1.215214491,656577.96,54.03
4989,2023-11-02,2,4,487321,1.218219757,593664.07,48.73
4990,2023-11-02,2,4,696026,1.218219757,847912.62,69.6
4991,2023-11-02,2,3,884802,1.218219757,1077883.28,88.48
4992,2023-11-03,2,3,616095,1.219185114,751133.85,61.61
4993,2023-11-06,2,2,363216,1.237378716,449435.75,36.32
4994,2023-11-07,2,3,912565,1.234552622,1126609.51,91.26
4995,2023-11-07,2,3,347152,1.234552622,428577.41,34.72
4996,2023-11-08,2,2,938809,1.229180813,1153966.01,93.88
4997,2023-11-09,2,2,565942,1.228501201,695260.43,56.59
4998,2023-11-09,2,2,268830,1.228501201,330257.98,26.88
4999,2023-11-09,2,2,712328,1.228501201,875095.8,71.23
5000,2023-11-10,2,3,210362,1.221702337,256999.75,21.04
5001,2023-11-13,2,4,240414,1.222822785,293983.72,24.04
5002,2023-11-13,2,1,800247,1.222822785,978560.27,80.02
5003,2023-11-13,2,3,561609,1.222822785,686748.28,56.16
5004,2023-11-14,2,2,683130,1.228063703,838927.16,68.31
5005,2023-11-14,2,4,940672,1.228063703,1155205.14,94.07
5006,2023-11-15,2,3,634722,1.249453306,793055.5,63.47
5007,2023-11-16,2,2,291110,1.242236018,361627.33,29.11
5008,2023-11-16,2,2,44941,1.242236018,55827.33,4.49
5009,2023-11-16,2,2,692147,1.242236018,859809.93,69.21
5010,2023-11-17,2,2,234503,1.241495728,291134.47,23.45
5011,2023-11-17,2,1,553688,1.241495728,687401.29,55.37
5012,2023-11-17,2,2,464823,1.241495728,577075.77,46.48
5013,2023-11-20,2,3,161821,1.245454073,201540.62,16.18
5014,2023-11-20,2,1,626741,1.245454073,780577.13,62.67
5015,2023-11-20,2,4,781970,1.245454073,973907.72,78.2
5016,2023-11-21,2,3,786196,1.250906944,983458.04,78.62
5017,2023-11-22,2,1,384558,1.25442183,482397.95,38.46
5018,2023-11-22,2,3,171606,1.25442183,215266.31,17.16
5019,2023-11-23,2,3,491997,1.249000788,614504.64,49.2
5020,2023-11-23,2,2,722900,1.249000788,902902.67,72.29
5021,2023-11-23,2,1,777332,1.249000788,970888.28,77.73
5022,2023-11-24,2,3,236367,1.253352642,296251.2,23.64
5023,2023-11-27,2,4,776196,1.260033011,978032.58,77.62
5024,2023-11-27,2,4,875716,1.260033011,1103431.07,87.57
5025,2023-11-28,2,4,454333,1.263439775,574022.38,45.43
5026,2023-11-28,2,3,892524,1.263439775,1127650.32,89.25
5027,2023-11-29,2,2,816082,1.271229506,1037427.52,81.61
5028,2023-11-29,2,1,651628,1.271229506,828368.74,65.16
5029,2023-11-30,2,1,677941,1.26963973,860740.83,67.79
5030,2023-11-30,2,4,727623,1.26963973,923819.07,72.76
5031,2023-12-01,2,1,886263,1.263168573,1119499.57,88.63
5032,2023-12-04,2,1,393754,1.271310329,500583.53,39.38
5033,2023-12-04,2,1,413687,1.271310329,525924.56,41.37
5034,2023-12-05,2,3,161735,1.263407946,204337.28,16.17
5035,2023-12-06,2,3,69683,1.259445786,87761.96,6.97
5036,2023-12-06,2,1,830111,1.259445786,1045479.8,83.01
5037,2023-12-06,2,4,137802,1.259445786,173554.15,13.78
5038,2023-12-07,2,3,775906,1.255871177,974437.98,77.59
5039,2023-12-08,2,2,771119,1.258954406,970803.66,77.11
5040,2023-12-08,2,2,110743,1.258954406,139420.39,11.07
5041,2023-12-11,2,3,461029,1.255477071,578811.34,46.1
5042,2023-12-11,2,1,182360,1.255477071,228948.8,18.24
5043,2023-12-11,2,3,485725,1.255477071,609816.6,48.57
5044,2023-12-12,2,1,902177,1.255461216,1132648.23,90.22
5045,2023-12-13,2,1,490680,1.257071018,616819.61,49.07
5046,2023-12-14,2,4,656872,1.262291551,829163.98,65.69
5047,2023-12-14,2,1,294140,1.262291551,371290.44,29.41
5048,2023-12-14,2,2,231470,1.262291551,292182.63,23.15
5049,2023-12-15,2,4,562387,1.277139187,718246.48,56.24
5050,2023-12-15,2,1,860393,1.277139187,1098841.62,86.04
5051,2023-12-15,2,1,573224,1.277139187,732086.83,57.32
5052,2023-12-18,2,2,692194,1.267234325,877172.0,69.22
5053,2023-12-18,2,3,113486,1.267234325,143813.35,11.35
5054,2023-12-18,2,1,587009,1.267234325,743877.95,58.7
5055,2023-12-19,2,1,40506,1.265182137,51247.47,4.05
5056,2023-12-19,2,3,256218,1.265182137,324162.44,25.62
5057,2023-12-20,2,2,48102,1.273268938,61246.78,4.81
5058,2023-12-21,2,1,774871,1.264126658,979535.09,77.49
5059,2023-12-22,2,1,983211,1.268499494,1247202.66,98.32
5060,2023-12-25,2,3,212370,1.267700315,269221.52,21.24
5061,2023-12-25,2,3,952061,1.267700315,1206928.03,95.21
5062,2023-12-26,2,1,211825,1.270486593,269120.82,21.18
5063,2023-12-26,2,1,466366,1.270486593,592511.75,46.64
5064,2023-12-26,2,2,878050,1.270486593,1115550.75,87.81
5065,2023-12-27,2,3,974879,1.272718072,1240746.12,97.49
5066,2023-12-27,2,3,678966,1.272718072,864132.3,67.9
5067,2023-12-27,2,4,619041,1.272718072,787864.67,61.9
5068,2023-12-28,2,4,400563,1.280081987,512753.48,40.06
5069,2023-12-28,2,1,896174,1.280081987,1147176.19,89.62
5070,2023-12-29,2,2,549704,1.273398638,699992.32,54.97
5071,2023-12-29,2,2,150361,1.273398638,191469.49,15.04
5072,2024-01-01,2,2,887779,1.272999883,1130142.56,88.78
5073,2024-01-01,2,3,449369,1.272999883,572046.68,44.94
5074,2024-01-01,2,1,543733,1.272999883,692172.05,54.37
5075,2024-01-02,2,3,15150,1.272880077,19284.13,1.52
5076,2024-01-03,2,1,475306,1.262307405,599982.28,47.53
5077,2024-01-03,2,1,639075,1.262307405,806709.1,63.91
5078,2024-01-03,2,2,852634,1.262307405,1076286.21,85.26
5079,2024-01-04,2,4,129138,1.267427206,163673.01,12.91
5080,2024-01-05,2,2,912056,1.268407822,1156858.96,91.21
5081,2024-01-05,2,2,915047,1.268407822,1160652.77,91.5
5082,2024-01-05,2,1,432849,1.268407822,549029.06,43.28
5083,2024-01-08,2,4,342659,1.27177918,435786.58,34.27
5084,2024-01-08,2,2,437365,1.27177918,556231.7,43.74
5085,2024-01-08,2,2,462083,1.27177918,587667.54,46.21
5086,2024-01-09,2,1,143715,1.274518609,183167.44,14.37
5087,2024-01-09,2,2,806093,1.274518609,1027380.53,80.61
5088,2024-01-09,2,2,347923,1.274518609,443434.34,34.79
5089,2024-01-10,2,1,968534,1.271294236,1231291.69,96.85
5090,2024-01-10,2,2,169747,1.271294236,215798.38,16.97
5091,2024-01-11,2,4,328515,1.274518609,418698.48,32.85
5092,2024-01-11,2,1,448819,1.274518609,572028.17,44.88
5093,2024-01-12,2,1,501160,1.277775645,640370.04,50.12
5094,2024-01-15,2,3,143092,1.273658276,182250.31,14.31
5095,2024-01-16,2,3,462988,1.271617413,588743.6,46.3
5096,2024-01-16,2,4,82836,1.271617413,105335.7,8.28
5097,2024-01-17,2,4,131723,1.26385498,166478.77,13.17
5098,2024-01-18,2,4,940978,1.267684221,1192862.96,94.1
5099,2024-01-19,2,2,296836,1.270987153,377274.74,29.68
5100,2024-01-19,2,4,209434,1.270987153,266187.92,20.94
5101,2024-01-22,2,4,149559,1.269986391,189937.89,14.96
5102,2024-01-23,2,1,261078,1.270696402,331750.88,26.11
5103,2024-01-24,2,2,585401,1.26919663,742988.98,58.54
5104,2024-01-25,2,2,372233,1.271876335,473434.34,37.22
5105,2024-01-25,2,1,240040,1.271876335,305301.2,24.0
5106,2024-01-26,2,2,66089,1.270825744,83987.6,6.61
5107,2024-01-29,2,1,347750,1.269760728,441559.29,34.77
5108,2024-01-29,2,4,876744,1.269760728,1113255.1,87.67
5109,2024-01-29,2,2,770948,1.269760728,978919.49,77.09
5110,2024-01-30,2,1,267912,1.271326423,340603.6,26.79
5111,2024-01-30,2,2,286827,1.271326423,364650.74,28.68
5112,2024-01-31,2,2,866620,1.269551158,1100218.42,86.66
5113,2024-01-31,2,2,256107,1.269551158,325140.94,25.61
5114,2024-02-01,2,4,778908,1.267844915,987534.55,77.89
5115,2024-02-01,2,1,725118,1.267844915,919337.17,72.51
5116,2024-02-02,2,1,988304,1.274729848,1259820.61,98.83
5117,2024-02-05,2,2,317626,1.262195945,400906.25,31.76
5118,2024-02-05,2,2,742470,1.262195945,937142.62,74.25
5119,2024-02-06,2,2,896010,1.253446937,1123100.99,89.6
5120,2024-02-06,2,1,734677,1.253446937,920878.64,73.47
5121,2024-02-07,2,2,333709,1.260652542,420691.1,33.37
5122,2024-02-08,2,3,242850,1.26273787,306655.89,24.29
5123,2024-02-08,2,3,652367,1.26273787,823768.52,65.24
5124,2024-02-09,2,2,720365,1.262052536,909138.48,72.04
5125,2024-02-12,2,4,585684,1.263727188,740144.79,58.57
5126,2024-02-13,2,3,493432,1.262753844,623083.15,49.34
5127,2024-02-14,2,4,567442,1.25906527,714446.51,56.74
5128,2024-02-14,2,3,591987,1.25906527,745350.27,59.2
5129,2024-02-14,2,3,852374,1.25906527,1073194.5,85.24
5130,2024-02-15,2,4,232156,1.25683403,291781.56,23.22
5131,2024-02-15,2,1,868142,1.25683403,1091110.41,86.81
5132,2024-02-16,2,1,640069,1.259921908,806436.96,64.01
5133,2024-02-16,2,2,681998,1.259921908,859264.22,68.2
5134,2024-02-19,2,2,800562,1.261113644,1009599.66,80.06
5135,2024-02-20,2,1,353215,1.258764148,444614.38,35.32
5136,2024-02-20,2,3,631767,1.258764148,795245.65,63.18
5137,2024-02-21,2,2,599863,1.26273787,757469.73,59.99
5138,2024-02-22,2,2,642465,1.263807058,811951.8,64.25
5139,2024-02-22,2,4,801341,1.263807058,1012740.41,80.13
5140,2024-02-22,2,2,549688,1.263807058,694699.57,54.97
5141,2024-02-23,2,3,989036,1.266367793,1252483.34,98.9
5142,2024-02-23,2,4,882681,1.266367793,1117798.79,88.27
5143,2024-02-23,2,3,872845,1.266367793,1105342.8,87.28
5144,2024-02-26,2,1,339510,1.267266512,430249.65,33.95
5145,2024-02-26,2,3,273633,1.267266512,346765.94,27.36
5146,2024-02-26,2,2,621343,1.267266512,787407.18,62.13
5147,2024-02-27,2,4,158903,1.268455982,201561.46,15.89
5148,2024-02-27,2,4,143616,1.268455982,182170.57,14.36
5149,2024-02-28,2,3,155272,1.268166423,196910.74,15.53
5150,2024-02-28,2,3,827658,1.268166423,1049608.09,82.77
5151,2024-02-28,2,4,187826,1.268166423,238194.63,18.78
5152,2024-02-29,2,3,125780,1.266303658,159275.67,12.58
5153,2024-02-29,2,1,897769,1.266303658,1136848.17,89.78
5154,2024-03-01,2,2,384994,1.262546539,486072.84,38.5
5155,2024-03-01,2,4,658266,1.262546539,831091.46,65.83
5156,2024-03-01,2,1,305984,1.262546539,386319.04,30.6
5157,2024-03-04,2,3,362337,1.266031027,458729.88,36.23
5158,2024-03-04,2,2,239725,1.266031027,303499.29,23.97
5159,2024-03-05,2,2,522445,1.26919663,663085.43,52.24
5160,2024-03-05,2,4,381582,1.26919663,484302.59,38.16
5161,2024-03-06,2,3,288009,1.270486593,365911.57,28.8
5162,2024-03-07,2,4,38479,1.273544669,49004.73,3.85
5163,2024-03-08,2,2,908495,1.281558394,1164289.39,90.85
5164,2024-03-08,2,1,518574,1.281558394,664582.86,51.86
5165,2024-03-08,2,3,382773,1.281558394,490545.95,38.28
5166,2024-03-11,2,1,349754,1.285512328,449613.08,34.98
5167,2024-03-12,2,3,187822,1.281980634,240784.17,18.78
5168,2024-03-13,2,3,476472,1.279590607,609689.1,47.65
5169,2024-03-13,2,4,310814,1.279590607,397714.67,31.08
5170,2024-03-13,2,1,56775,1.279590607,72648.76,5.68
5171,2024-03-14,2,3,539113,1.280212998,690179.47,53.91
5172,2024-03-15,2,4,74740,1.274583578,95262.38,7.47
5173,2024-03-15,2,1,806761,1.274583578,1028284.32,80.68
5174,2024-03-18,2,1,287208,1.273139358,365655.81,28.72
5175,2024-03-19,2,2,705677,1.272718072,898127.87,70.57
5176,2024-03-20,2,4,976297,1.271940947,1241792.13,97.63
5177,2024-03-21,2,1,422471,1.279836178,540693.67,42.25
5178,2024-03-22,2,3,259241,1.266191363,328248.72,25.92
5179,2024-03-22,2,4,420715,1.266191363,532705.7,42.07
5180,2024-03-25,2,4,122566,1.259794831,154408.01,12.26
5181,2024-03-25,2,1,799764,1.259794831,1007538.55,79.98
5182,2024-03-25,2,3,384425,1.259794831,484296.63,38.44
5183,2024-03-26,2,2,300342,1.263791084,379569.54,30.03
5184,2024-03-26,2,2,41032,1.263791084,51855.88,4.1
5185,2024-03-27,2,1,404130,1.262849569,510355.4,40.41
5186,2024-03-27,2,1,715316,1.262849569,903336.5,71.53
5187,2024-03-28,2,1,914246,1.26167047,1153477.18,91.42
5188,2024-03-28,2,4,691224,1.26167047,872096.91,69.12
5189,2024-03-28,2,2,18840,1.26167047,23769.87,1.88
5190,2024-03-29,2,4,305509,1.26262629,385743.7,30.55
5191,2024-03-29,2,3,685820,1.26262629,865934.36,68.58
5192,2024-03-29,2,3,309216,1.26262629,390424.25,30.92
5193,2024-04-01,2,2,281589,1.263727188,355851.68,28.16
5194,2024-04-01,2,3,459402,1.263727188,580558.8,45.94
5195,2024-04-02,2,2,772017,1.254547715,968532.16,77.2
