transaction_id,latency_ms,security_level,encryption_method,zt_authentication,network_slice_id
TXN1719,18,High,TDKE,1,Slice_A
TXN7335,25,High,TDKE,1,Slice_C
TXN8113,24,High,TDKE,1,Slice_C
TXN5210,15,Medium,RSA,1,Slice_C
TXN5336,8,High,TDKE,1,Slice_C
TXN8376,23,High,TDKE,1,Slice_C
TXN9538,30,Medium,RSA,1,Slice_B
TXN5211,14,High,TDKE,1,Slice_B
TXN5745,28,High,TDKE,1,Slice_C
TXN3544,23,Medium,RSA,1,Slice_A
TXN3821,12,High,TDKE,1,Slice_B
TXN7835,26,Medium,RSA,1,Slice_C
TXN3437,25,Medium,RSA,1,Slice_A
TXN2277,7,High,TDKE,1,Slice_A
TXN9656,13,High,TDKE,1,Slice_C
TXN2853,7,Medium,AES,1,Slice_C
TXN6968,7,High,TDKE,1,Slice_C
TXN2515,23,Medium,RSA,1,Slice_A
TXN1581,17,Medium,RSA,1,Slice_C
TXN3392,11,Low,AES,0,Slice_C
TXN3836,12,Low,AES,0,Slice_A
TXN5038,20,High,TDKE,1,Slice_B
TXN5360,30,Medium,RSA,1,Slice_C
TXN2835,28,High,TDKE,1,Slice_C
TXN2036,15,Medium,AES,1,Slice_B
TXN5659,20,Medium,AES,1,Slice_C
TXN8935,14,Medium,RSA,1,Slice_C
TXN9899,28,Low,RSA,0,Slice_A
TXN1349,20,Medium,RSA,1,Slice_B
TXN4420,16,Medium,RSA,1,Slice_B
TXN8063,28,High,TDKE,1,Slice_A
TXN3094,16,High,TDKE,1,Slice_C
TXN4003,26,Low,AES,0,Slice_A
TXN6878,8,Low,AES,0,Slice_A
TXN6751,9,Medium,AES,1,Slice_A
TXN2417,14,Medium,AES,1,Slice_C
TXN9972,24,High,TDKE,1,Slice_B
TXN9413,29,High,TDKE,1,Slice_B
TXN3605,29,High,TDKE,1,Slice_A
TXN2350,22,Low,RSA,0,Slice_C
TXN3509,26,Medium,AES,1,Slice_A
TXN8202,26,Low,AES,0,Slice_C
TXN6140,15,Low,RSA,0,Slice_B
TXN7887,15,Medium,RSA,1,Slice_B
TXN3787,30,High,TDKE,1,Slice_C
TXN7698,10,High,TDKE,1,Slice_C
TXN2457,19,Low,AES,0,Slice_C
TXN8172,14,Low,RSA,0,Slice_B
TXN4257,29,Medium,RSA,1,Slice_B
TXN2984,8,Medium,AES,1,Slice_A
TXN7011,18,High,TDKE,1,Slice_A
TXN8483,6,High,TDKE,1,Slice_B
TXN8479,25,Low,RSA,0,Slice_A
TXN6915,24,Medium,RSA,1,Slice_B
TXN4427,27,Medium,AES,1,Slice_A
TXN5456,11,Medium,RSA,1,Slice_A
TXN1087,21,Low,AES,0,Slice_C
TXN3377,8,Low,AES,0,Slice_C
TXN9753,21,High,TDKE,1,Slice_B
TXN6931,5,High,TDKE,1,Slice_C
TXN9518,15,Low,AES,0,Slice_A
TXN3149,10,Low,AES,0,Slice_B
TXN6521,24,Medium,RSA,1,Slice_C
TXN2895,10,Medium,RSA,1,Slice_C
TXN9058,15,Medium,RSA,1,Slice_C
TXN2806,8,Medium,AES,1,Slice_B
TXN6402,11,Medium,AES,1,Slice_C
TXN4198,17,High,TDKE,1,Slice_C
TXN6098,21,Medium,RSA,1,Slice_B
TXN5845,20,High,TDKE,1,Slice_C
TXN3898,20,Medium,AES,1,Slice_B
TXN4570,17,Medium,AES,1,Slice_C
TXN7812,23,Medium,AES,1,Slice_C
TXN5366,15,Low,AES,0,Slice_C
TXN5078,9,Low,RSA,0,Slice_B
TXN7007,29,High,TDKE,1,Slice_B
TXN1807,12,High,TDKE,1,Slice_B
TXN8978,26,Low,RSA,0,Slice_A
TXN8686,10,Low,AES,0,Slice_A
TXN5511,20,High,TDKE,1,Slice_C
TXN3215,17,Medium,RSA,1,Slice_C
TXN2580,27,Low,RSA,0,Slice_C
TXN9388,25,Low,RSA,0,Slice_C
TXN6824,19,Low,RSA,0,Slice_B
TXN1887,25,Low,AES,0,Slice_A
TXN9466,18,Low,RSA,0,Slice_A
TXN1342,6,Medium,AES,1,Slice_B
TXN2583,8,High,TDKE,1,Slice_A
TXN3912,16,Medium,RSA,1,Slice_A
TXN7841,26,Low,AES,0,Slice_C
TXN8829,19,Medium,AES,1,Slice_A
TXN8350,11,Medium,RSA,1,Slice_C
TXN7619,28,High,TDKE,1,Slice_C
TXN4132,25,Low,RSA,0,Slice_A
TXN3920,6,High,TDKE,1,Slice_A
TXN2703,12,Medium,AES,1,Slice_A
TXN4351,8,Low,RSA,0,Slice_B
TXN2226,25,Low,AES,0,Slice_A
TXN2697,27,Medium,AES,1,Slice_B
TXN1324,23,Medium,AES,1,Slice_A
TXN3355,28,Medium,RSA,1,Slice_A
TXN7877,13,Medium,RSA,1,Slice_A
TXN6184,18,Low,RSA,0,Slice_A
TXN8236,29,Medium,RSA,1,Slice_A
TXN8587,24,High,TDKE,1,Slice_B
TXN8836,5,High,TDKE,1,Slice_A
TXN8185,21,Medium,AES,1,Slice_A
TXN1174,14,Medium,RSA,1,Slice_C
TXN2436,27,Medium,AES,1,Slice_C
TXN1126,21,Medium,AES,1,Slice_C
TXN4391,14,Medium,RSA,1,Slice_C
TXN7332,14,High,TDKE,1,Slice_A
TXN2828,5,Medium,AES,1,Slice_A
TXN7906,13,Medium,RSA,1,Slice_C
TXN8266,10,High,TDKE,1,Slice_C
TXN9049,26,Low,AES,0,Slice_B
TXN1997,21,Low,RSA,0,Slice_B
TXN8533,24,Medium,RSA,1,Slice_C
TXN4667,18,Low,AES,0,Slice_C
TXN7529,11,Low,RSA,0,Slice_C
TXN7207,9,High,TDKE,1,Slice_B
TXN9047,9,High,TDKE,1,Slice_C
TXN9565,13,Low,RSA,0,Slice_A
TXN4227,9,Low,AES,0,Slice_B
TXN8109,28,Medium,RSA,1,Slice_B
TXN4750,25,Low,RSA,0,Slice_B
TXN9214,13,High,TDKE,1,Slice_C
TXN3585,9,Medium,RSA,1,Slice_B
TXN7382,22,Medium,AES,1,Slice_C
TXN7698,17,High,TDKE,1,Slice_B
TXN3989,29,High,TDKE,1,Slice_B
TXN9575,27,Medium,AES,1,Slice_C
TXN6814,27,Low,AES,0,Slice_C
TXN6128,14,Low,RSA,0,Slice_C
TXN6648,30,Medium,AES,1,Slice_B
TXN7418,25,Medium,RSA,1,Slice_A
TXN3632,15,High,TDKE,1,Slice_A
TXN1171,6,Medium,RSA,1,Slice_C
TXN8158,27,High,TDKE,1,Slice_B
TXN5131,17,Low,AES,0,Slice_A
TXN9449,6,High,TDKE,1,Slice_B
TXN2325,16,Low,AES,0,Slice_C
TXN3568,15,High,TDKE,1,Slice_A
TXN3083,22,Low,RSA,0,Slice_B
TXN4105,7,Medium,RSA,1,Slice_C
TXN4261,23,High,TDKE,1,Slice_B
TXN6721,16,Low,AES,0,Slice_A
TXN4418,30,High,TDKE,1,Slice_A
TXN8941,30,Low,AES,0,Slice_A
TXN4125,30,Low,AES,0,Slice_C
TXN2134,23,Low,RSA,0,Slice_A
TXN4843,14,High,TDKE,1,Slice_B
TXN2224,11,Low,AES,0,Slice_C
TXN3453,28,Low,RSA,0,Slice_B
TXN2113,18,Medium,RSA,1,Slice_B
TXN4059,16,Medium,RSA,1,Slice_B
TXN8732,30,Low,AES,0,Slice_B
TXN1111,8,High,TDKE,1,Slice_C
TXN4623,18,High,TDKE,1,Slice_B
TXN6716,16,Low,RSA,0,Slice_C
TXN8015,23,High,TDKE,1,Slice_B
TXN5073,14,Medium,RSA,1,Slice_A
TXN3489,11,Medium,AES,1,Slice_A
TXN7350,8,High,TDKE,1,Slice_A
TXN7923,14,High,TDKE,1,Slice_B
TXN4733,9,Medium,RSA,1,Slice_C
TXN4842,30,High,TDKE,1,Slice_A
TXN9802,22,High,TDKE,1,Slice_A
TXN7322,10,Low,RSA,0,Slice_B
TXN3513,22,Medium,RSA,1,Slice_C
TXN6466,23,Low,RSA,0,Slice_C
TXN9920,7,Medium,RSA,1,Slice_A
TXN9904,20,Medium,RSA,1,Slice_C
TXN2746,21,High,TDKE,1,Slice_B
TXN2870,24,Medium,RSA,1,Slice_A
TXN2527,17,Medium,RSA,1,Slice_C
TXN6931,15,High,TDKE,1,Slice_C
TXN7537,16,Low,AES,0,Slice_A
TXN4745,18,High,TDKE,1,Slice_A
TXN8029,14,Medium,AES,1,Slice_C
TXN4828,15,Low,AES,0,Slice_C
TXN4385,16,High,TDKE,1,Slice_C
TXN2265,19,High,TDKE,1,Slice_A
TXN9302,23,High,TDKE,1,Slice_B
TXN3878,18,Low,AES,0,Slice_A
TXN9556,21,Medium,AES,1,Slice_A
TXN6146,13,High,TDKE,1,Slice_B
TXN8809,20,Low,AES,0,Slice_B
TXN9303,6,Low,RSA,0,Slice_B
TXN6131,18,High,TDKE,1,Slice_B
TXN5114,25,Low,RSA,0,Slice_B
TXN2921,16,High,TDKE,1,Slice_A
TXN6888,26,Medium,AES,1,Slice_B
TXN4733,11,Medium,AES,1,Slice_C
TXN9303,5,Medium,AES,1,Slice_C
TXN8895,14,Medium,AES,1,Slice_B
TXN6872,27,Low,RSA,0,Slice_B
TXN4103,19,High,TDKE,1,Slice_C
TXN7985,6,Low,RSA,0,Slice_A
TXN9496,14,Low,AES,0,Slice_B
TXN3783,24,High,TDKE,1,Slice_B
TXN6107,26,High,TDKE,1,Slice_B
TXN1042,28,High,TDKE,1,Slice_C
TXN1779,20,High,TDKE,1,Slice_A
TXN1467,17,High,TDKE,1,Slice_C
TXN8487,15,High,TDKE,1,Slice_B
TXN3394,12,Medium,AES,1,Slice_B
TXN3691,29,Medium,AES,1,Slice_C
TXN4110,30,Low,RSA,0,Slice_B
TXN7894,19,High,TDKE,1,Slice_B
TXN1181,17,Medium,AES,1,Slice_A
TXN2458,25,High,TDKE,1,Slice_C
TXN5727,29,Low,AES,0,Slice_A
TXN9530,22,Low,RSA,0,Slice_C
TXN7017,20,Medium,AES,1,Slice_C
TXN8294,29,Low,RSA,0,Slice_B
TXN9782,6,High,TDKE,1,Slice_A
TXN1053,27,Low,RSA,0,Slice_B
TXN5288,30,Medium,RSA,1,Slice_C
TXN8439,27,Low,AES,0,Slice_C
TXN9525,6,Low,AES,0,Slice_B
TXN5077,26,Medium,RSA,1,Slice_B
TXN8086,13,Medium,AES,1,Slice_B
TXN6257,30,High,TDKE,1,Slice_A
TXN3941,8,Medium,AES,1,Slice_A
TXN3511,10,Medium,AES,1,Slice_C
TXN7757,20,High,TDKE,1,Slice_B
TXN1595,20,Low,AES,0,Slice_A
TXN3042,8,High,TDKE,1,Slice_A
TXN9793,15,Medium,RSA,1,Slice_B
TXN1665,17,Low,AES,0,Slice_A
TXN6590,19,High,TDKE,1,Slice_A
TXN9981,22,Low,RSA,0,Slice_B
TXN3648,14,High,TDKE,1,Slice_C
TXN4812,20,Low,RSA,0,Slice_B
TXN7422,21,High,TDKE,1,Slice_C
TXN3020,26,Medium,RSA,1,Slice_B
TXN3839,27,Low,AES,0,Slice_A
TXN5736,21,Medium,AES,1,Slice_B
TXN6459,23,Low,RSA,0,Slice_B
TXN9218,10,High,TDKE,1,Slice_A
TXN7637,24,Medium,RSA,1,Slice_C
TXN4292,6,High,TDKE,1,Slice_C
TXN3357,18,High,TDKE,1,Slice_C
TXN9942,17,Low,RSA,0,Slice_C
TXN6435,8,Medium,RSA,1,Slice_B
TXN2661,22,Medium,AES,1,Slice_B
TXN1080,23,Low,AES,0,Slice_B
TXN5947,16,High,TDKE,1,Slice_C
TXN4967,27,Medium,AES,1,Slice_B
TXN2182,13,Low,AES,0,Slice_C
TXN3921,13,High,TDKE,1,Slice_C
TXN8430,27,Low,RSA,0,Slice_C
TXN6528,23,High,TDKE,1,Slice_C
TXN9993,17,High,TDKE,1,Slice_B
TXN9796,19,Low,AES,0,Slice_C
TXN5044,15,Low,AES,0,Slice_A
TXN6596,16,High,TDKE,1,Slice_A
TXN8765,19,Medium,RSA,1,Slice_C
TXN3950,26,High,TDKE,1,Slice_B
TXN4934,17,Low,RSA,0,Slice_B
TXN5119,24,Medium,AES,1,Slice_C
TXN9837,7,Medium,RSA,1,Slice_A
TXN1480,23,High,TDKE,1,Slice_A
TXN6829,15,High,TDKE,1,Slice_C
TXN8079,27,High,TDKE,1,Slice_B
TXN5939,26,High,TDKE,1,Slice_B
TXN6259,24,Medium,AES,1,Slice_C
TXN7657,12,Medium,AES,1,Slice_A
TXN9129,9,High,TDKE,1,Slice_C
TXN2250,21,High,TDKE,1,Slice_A
TXN6472,11,Low,RSA,0,Slice_C
TXN5140,16,High,TDKE,1,Slice_B
TXN7502,7,High,TDKE,1,Slice_B
TXN6132,29,Medium,RSA,1,Slice_B
TXN6009,10,Medium,RSA,1,Slice_C
TXN1078,12,High,TDKE,1,Slice_A
TXN8998,18,Low,RSA,0,Slice_A
TXN7304,14,Low,AES,0,Slice_C
TXN2959,28,High,TDKE,1,Slice_A
TXN5639,9,Medium,AES,1,Slice_B
TXN4013,19,Low,RSA,0,Slice_C
TXN2173,16,Low,AES,0,Slice_C
TXN3589,30,High,TDKE,1,Slice_B
TXN1244,29,High,TDKE,1,Slice_B
TXN8907,5,Low,AES,0,Slice_A
TXN6941,8,Low,AES,0,Slice_C
TXN3524,12,Medium,AES,1,Slice_A
TXN9862,25,Low,RSA,0,Slice_C
TXN4991,10,Medium,RSA,1,Slice_B
TXN9740,14,High,TDKE,1,Slice_A
TXN7278,30,Low,RSA,0,Slice_B
TXN5436,7,Medium,RSA,1,Slice_C
TXN3021,19,High,TDKE,1,Slice_A
TXN9420,12,Low,AES,0,Slice_C
TXN5744,11,High,TDKE,1,Slice_C
TXN1021,15,High,TDKE,1,Slice_B
TXN4916,23,Low,AES,0,Slice_A
TXN9521,11,Low,RSA,0,Slice_A
TXN1953,18,High,TDKE,1,Slice_A
TXN9289,20,Low,RSA,0,Slice_A
TXN4979,24,Medium,AES,1,Slice_C
TXN3107,15,Medium,AES,1,Slice_A
TXN5634,18,Medium,RSA,1,Slice_B
TXN4114,25,High,TDKE,1,Slice_B
TXN6585,6,High,TDKE,1,Slice_B
TXN1747,16,High,TDKE,1,Slice_B
TXN7507,23,High,TDKE,1,Slice_A
TXN1788,7,Medium,RSA,1,Slice_B
TXN1803,21,Low,RSA,0,Slice_B
TXN8534,14,Medium,RSA,1,Slice_C
TXN6703,29,Low,RSA,0,Slice_B
TXN1027,27,High,TDKE,1,Slice_C
TXN9375,7,Low,RSA,0,Slice_C
TXN1342,23,Medium,AES,1,Slice_B
TXN7761,29,High,TDKE,1,Slice_A
TXN8398,28,Low,AES,0,Slice_A
TXN6893,7,High,TDKE,1,Slice_C
TXN4513,27,High,TDKE,1,Slice_B
TXN7585,9,Low,AES,0,Slice_C
TXN9007,23,Medium,AES,1,Slice_A
TXN5168,14,Medium,RSA,1,Slice_A
TXN4644,23,High,TDKE,1,Slice_B
TXN5464,11,High,TDKE,1,Slice_C
TXN2024,30,Medium,RSA,1,Slice_C
TXN4977,30,Low,AES,0,Slice_B
TXN5099,16,Low,RSA,0,Slice_A
TXN7824,8,Low,RSA,0,Slice_B
TXN7385,8,High,TDKE,1,Slice_A
TXN1638,29,Low,AES,0,Slice_B
TXN7926,9,Medium,RSA,1,Slice_B
TXN6725,25,Low,RSA,0,Slice_C
TXN9449,18,Low,AES,0,Slice_A
TXN4344,8,Low,AES,0,Slice_A
TXN4939,11,High,TDKE,1,Slice_C
TXN5596,16,Low,RSA,0,Slice_C
TXN1260,9,Medium,RSA,1,Slice_C
TXN1610,15,Low,AES,0,Slice_A
TXN8552,7,Low,AES,0,Slice_C
TXN9547,29,Low,AES,0,Slice_B
TXN7693,19,Low,RSA,0,Slice_A
TXN8498,18,Low,RSA,0,Slice_C
TXN7303,19,Low,AES,0,Slice_C
TXN5338,29,Medium,AES,1,Slice_B
TXN9736,13,Medium,AES,1,Slice_C
TXN9792,23,High,TDKE,1,Slice_C
TXN9610,10,High,TDKE,1,Slice_A
TXN5529,10,Low,AES,0,Slice_B
TXN5799,11,Medium,RSA,1,Slice_A
TXN7726,23,High,TDKE,1,Slice_A
TXN6218,12,High,TDKE,1,Slice_A
TXN1688,19,Low,AES,0,Slice_A
TXN1048,28,Low,RSA,0,Slice_B
TXN7870,11,Low,RSA,0,Slice_B
TXN3670,17,High,TDKE,1,Slice_A
TXN1551,23,Low,RSA,0,Slice_B
TXN1392,29,Medium,AES,1,Slice_A
TXN8353,10,High,TDKE,1,Slice_A
TXN8389,10,Low,AES,0,Slice_C
TXN1358,20,Low,RSA,0,Slice_C
TXN1473,28,Medium,AES,1,Slice_A
TXN8626,17,Medium,RSA,1,Slice_A
TXN5543,14,High,TDKE,1,Slice_B
TXN9327,14,Medium,RSA,1,Slice_C
TXN8192,23,High,TDKE,1,Slice_B
TXN8347,25,Low,RSA,0,Slice_A
TXN6666,21,Medium,AES,1,Slice_B
TXN2416,7,Medium,RSA,1,Slice_C
TXN8949,26,Low,AES,0,Slice_A
TXN2102,18,High,TDKE,1,Slice_B
TXN9836,17,Medium,RSA,1,Slice_C
TXN1150,15,Medium,RSA,1,Slice_B
TXN3363,7,Low,RSA,0,Slice_B
TXN6671,12,Low,AES,0,Slice_C
TXN9221,6,Low,RSA,0,Slice_C
TXN7999,13,Medium,RSA,1,Slice_A
TXN9096,12,Low,RSA,0,Slice_B
TXN2753,28,High,TDKE,1,Slice_B
TXN7128,26,Low,RSA,0,Slice_C
TXN8411,5,High,TDKE,1,Slice_A
TXN3037,7,Low,AES,0,Slice_A
TXN2347,21,High,TDKE,1,Slice_A
TXN9742,15,Medium,RSA,1,Slice_B
TXN8960,25,High,TDKE,1,Slice_A
TXN3956,7,Low,AES,0,Slice_B
TXN5303,21,Medium,RSA,1,Slice_C
TXN9146,30,Medium,RSA,1,Slice_C
TXN6487,6,Low,AES,0,Slice_B
TXN7428,28,High,TDKE,1,Slice_C
TXN7219,14,Medium,AES,1,Slice_A
TXN3409,22,Low,RSA,0,Slice_A
TXN5389,26,Medium,AES,1,Slice_C
TXN3830,12,Low,AES,0,Slice_C
TXN2508,7,Medium,AES,1,Slice_A
TXN9319,14,High,TDKE,1,Slice_C
TXN6438,19,Medium,RSA,1,Slice_B
TXN1883,5,Medium,AES,1,Slice_B
TXN9347,22,Medium,RSA,1,Slice_B
TXN4591,26,Medium,RSA,1,Slice_A
TXN8121,7,Low,RSA,0,Slice_C
TXN6591,9,High,TDKE,1,Slice_B
TXN2526,21,Low,AES,0,Slice_C
TXN3759,9,Medium,RSA,1,Slice_A
TXN7759,28,Low,AES,0,Slice_B
TXN6628,8,Medium,RSA,1,Slice_C
TXN4455,15,Low,RSA,0,Slice_A
TXN5583,30,High,TDKE,1,Slice_C
TXN4151,26,Medium,RSA,1,Slice_A
TXN4119,30,Medium,RSA,1,Slice_A
TXN9042,9,Medium,RSA,1,Slice_A
TXN1109,29,Medium,AES,1,Slice_C
TXN1508,27,Low,RSA,0,Slice_C
TXN1685,27,Low,AES,0,Slice_C
TXN2916,25,Medium,AES,1,Slice_C
TXN4926,10,High,TDKE,1,Slice_A
TXN9335,6,High,TDKE,1,Slice_A
TXN3293,6,Low,AES,0,Slice_C
TXN6887,23,Low,AES,0,Slice_B
TXN7274,22,High,TDKE,1,Slice_B
TXN6774,17,Medium,RSA,1,Slice_A
TXN7600,28,Low,RSA,0,Slice_B
TXN8038,18,High,TDKE,1,Slice_A
TXN1871,11,High,TDKE,1,Slice_C
TXN1996,18,Low,RSA,0,Slice_C
TXN6143,25,Low,RSA,0,Slice_B
TXN2967,21,Medium,AES,1,Slice_A
TXN1221,13,Medium,AES,1,Slice_A
TXN4936,26,Low,AES,0,Slice_A
TXN8004,28,High,TDKE,1,Slice_A
TXN4855,20,Medium,RSA,1,Slice_B
TXN7906,5,Medium,AES,1,Slice_A
TXN7245,11,Medium,AES,1,Slice_B
TXN3103,16,Low,RSA,0,Slice_C
TXN1783,20,Medium,RSA,1,Slice_B
TXN6382,11,Medium,AES,1,Slice_C
TXN9806,5,High,TDKE,1,Slice_C
TXN9874,16,Low,RSA,0,Slice_A
TXN6057,19,High,TDKE,1,Slice_A
TXN8353,11,Medium,AES,1,Slice_B
TXN8969,9,Medium,AES,1,Slice_C
TXN8872,8,Low,RSA,0,Slice_C
TXN1175,28,Low,AES,0,Slice_C
TXN3124,5,Medium,RSA,1,Slice_C
TXN5984,30,High,TDKE,1,Slice_A
TXN9078,23,High,TDKE,1,Slice_C
TXN7685,26,Medium,AES,1,Slice_C
TXN6239,18,High,TDKE,1,Slice_B
TXN5503,29,Low,AES,0,Slice_B
TXN9662,22,High,TDKE,1,Slice_C
TXN8536,12,Medium,RSA,1,Slice_C
TXN1642,22,High,TDKE,1,Slice_A
TXN4054,6,Medium,AES,1,Slice_A
TXN2294,19,Low,AES,0,Slice_A
TXN4701,12,Medium,AES,1,Slice_B
TXN6232,13,Low,AES,0,Slice_A
TXN1463,26,Low,AES,0,Slice_C
TXN5526,5,Medium,AES,1,Slice_A
TXN5050,28,High,TDKE,1,Slice_C
TXN8636,27,Medium,RSA,1,Slice_B
TXN2236,22,Low,AES,0,Slice_A
TXN6378,25,Low,AES,0,Slice_B
TXN8559,10,Low,AES,0,Slice_C
TXN4650,17,Medium,RSA,1,Slice_A
TXN8702,7,High,TDKE,1,Slice_B
TXN7740,19,Low,AES,0,Slice_C
TXN7952,22,Low,RSA,0,Slice_B
TXN8371,19,Medium,RSA,1,Slice_B
TXN9306,21,High,TDKE,1,Slice_A
TXN5066,29,Medium,AES,1,Slice_C
TXN3878,21,Medium,RSA,1,Slice_B
TXN8319,28,Medium,AES,1,Slice_A
TXN4442,30,Medium,AES,1,Slice_C
TXN9606,29,Low,AES,0,Slice_C
TXN6677,11,Medium,AES,1,Slice_B
TXN2121,7,Medium,RSA,1,Slice_A
TXN5810,20,Medium,RSA,1,Slice_A
TXN9944,17,Medium,AES,1,Slice_A
TXN8206,13,High,TDKE,1,Slice_B
TXN1770,29,Low,RSA,0,Slice_B
TXN5358,17,High,TDKE,1,Slice_C
TXN9068,12,High,TDKE,1,Slice_A
TXN7523,21,Medium,AES,1,Slice_B
TXN1118,24,Low,AES,0,Slice_C
TXN8804,24,Low,AES,0,Slice_A
TXN2290,23,Low,RSA,0,Slice_A
TXN1572,20,High,TDKE,1,Slice_B
TXN8904,16,Medium,RSA,1,Slice_A
TXN5052,29,Medium,AES,1,Slice_B
TXN7728,18,Low,RSA,0,Slice_C
TXN6452,30,Medium,AES,1,Slice_A
TXN2435,17,Low,RSA,0,Slice_C
TXN8862,8,High,TDKE,1,Slice_B
TXN6061,18,Medium,AES,1,Slice_C
TXN4540,5,Low,RSA,0,Slice_A
TXN2243,11,Low,AES,0,Slice_C
TXN5218,19,High,TDKE,1,Slice_A
TXN5902,29,Medium,AES,1,Slice_C
TXN8734,24,Low,AES,0,Slice_C
TXN1281,8,Medium,AES,1,Slice_A
TXN3480,9,Low,RSA,0,Slice_B
TXN2961,14,Low,AES,0,Slice_A
TXN4471,8,Low,AES,0,Slice_C
TXN3784,19,Medium,AES,1,Slice_C
TXN8155,30,High,TDKE,1,Slice_A
TXN3304,23,High,TDKE,1,Slice_A
TXN4433,27,Low,RSA,0,Slice_C
TXN6097,30,Medium,RSA,1,Slice_A
TXN3716,14,Medium,AES,1,Slice_A
TXN4188,20,High,TDKE,1,Slice_A
TXN8067,27,Low,RSA,0,Slice_A
TXN3660,19,Low,AES,0,Slice_B
TXN2287,21,Medium,RSA,1,Slice_B
TXN1121,14,High,TDKE,1,Slice_B
TXN2277,27,Medium,AES,1,Slice_B
TXN3893,9,Medium,RSA,1,Slice_B
TXN9808,16,Medium,AES,1,Slice_C
TXN8365,8,Low,RSA,0,Slice_C
TXN1452,27,Medium,AES,1,Slice_A
TXN5927,22,Medium,AES,1,Slice_B
TXN5101,29,Low,AES,0,Slice_A
TXN7962,6,Low,AES,0,Slice_C
TXN1349,21,High,TDKE,1,Slice_C
TXN9428,5,Low,RSA,0,Slice_A
TXN6660,20,Low,AES,0,Slice_C
TXN1184,10,High,TDKE,1,Slice_B
TXN3231,30,Low,RSA,0,Slice_A
TXN8064,22,High,TDKE,1,Slice_C
TXN8759,20,High,TDKE,1,Slice_B
TXN7222,22,Low,RSA,0,Slice_C
TXN1818,25,Low,RSA,0,Slice_B
TXN1352,14,Low,RSA,0,Slice_A
TXN8242,6,High,TDKE,1,Slice_B
TXN9205,26,Low,AES,0,Slice_A
TXN6178,13,Low,AES,0,Slice_B
TXN3216,26,Medium,RSA,1,Slice_A
TXN6115,23,Low,RSA,0,Slice_C
TXN6308,20,High,TDKE,1,Slice_A
TXN2446,25,Low,AES,0,Slice_A
TXN4090,20,High,TDKE,1,Slice_A
TXN1180,22,Low,RSA,0,Slice_B
TXN2805,12,Low,RSA,0,Slice_A
TXN2800,8,Low,RSA,0,Slice_C
TXN2878,27,Medium,RSA,1,Slice_C
TXN6501,14,Low,AES,0,Slice_B
TXN2444,27,High,TDKE,1,Slice_C
TXN1951,13,Medium,AES,1,Slice_A
TXN6690,28,Medium,AES,1,Slice_C
TXN9209,25,Low,RSA,0,Slice_B
TXN8374,22,High,TDKE,1,Slice_C
TXN5419,24,High,TDKE,1,Slice_A
TXN5469,23,Medium,RSA,1,Slice_C
TXN2530,11,High,TDKE,1,Slice_A
TXN7513,27,High,TDKE,1,Slice_C
TXN8322,5,Low,AES,0,Slice_A
TXN8330,8,Medium,RSA,1,Slice_B
TXN1289,10,High,TDKE,1,Slice_C
TXN6376,22,High,TDKE,1,Slice_C
TXN2394,18,Medium,RSA,1,Slice_B
TXN5026,8,High,TDKE,1,Slice_B
TXN9983,28,Low,RSA,0,Slice_C
TXN4904,5,Medium,AES,1,Slice_B
TXN7943,10,Medium,RSA,1,Slice_C
TXN2867,16,High,TDKE,1,Slice_C
TXN8370,30,Low,AES,0,Slice_A
TXN3276,19,Medium,RSA,1,Slice_B
TXN4008,19,Low,RSA,0,Slice_A
TXN7405,24,High,TDKE,1,Slice_A
TXN5335,23,Medium,AES,1,Slice_C
TXN7129,24,Medium,AES,1,Slice_C
TXN1788,13,Low,RSA,0,Slice_A
TXN4942,16,Low,AES,0,Slice_A
TXN5545,15,High,TDKE,1,Slice_C
TXN7906,19,High,TDKE,1,Slice_B
TXN3806,19,Low,RSA,0,Slice_A
TXN6624,8,High,TDKE,1,Slice_B
TXN5259,22,High,TDKE,1,Slice_A
TXN3172,12,High,TDKE,1,Slice_B
TXN7538,27,Medium,AES,1,Slice_A
TXN2270,28,Low,RSA,0,Slice_B
TXN2744,9,High,TDKE,1,Slice_B
TXN7798,19,High,TDKE,1,Slice_B
TXN4180,6,High,TDKE,1,Slice_A
TXN2574,7,Low,RSA,0,Slice_B
TXN5306,22,High,TDKE,1,Slice_C
TXN5757,27,Low,RSA,0,Slice_C
TXN8757,29,Low,RSA,0,Slice_A
TXN4303,6,High,TDKE,1,Slice_B
TXN8857,30,Low,AES,0,Slice_A
TXN1775,19,High,TDKE,1,Slice_B
TXN6097,28,High,TDKE,1,Slice_C
TXN6826,28,High,TDKE,1,Slice_A
TXN2125,10,Medium,AES,1,Slice_C
TXN4478,6,Low,AES,0,Slice_C
TXN9170,8,High,TDKE,1,Slice_C
TXN7428,23,Medium,RSA,1,Slice_B
TXN7561,16,High,TDKE,1,Slice_B
TXN3975,29,Low,AES,0,Slice_C
TXN1133,22,High,TDKE,1,Slice_B
TXN8138,16,Low,AES,0,Slice_C
TXN2638,14,Medium,AES,1,Slice_B
TXN5286,26,Medium,AES,1,Slice_C
TXN3375,27,Medium,RSA,1,Slice_C
TXN5744,30,Medium,RSA,1,Slice_C
TXN7472,8,Low,RSA,0,Slice_B
TXN2524,30,Low,AES,0,Slice_B
TXN9766,29,High,TDKE,1,Slice_A
TXN6760,29,High,TDKE,1,Slice_A
